id	Inactivated1	Inactivated2	SugarFed1	SugarFed2
AAEL026721	0	0	0	1
AAEL019379	0	0	0	0
AAEL021464	1	1	0	0
AAEL002769	157	310	227	478
AAEL022762	0	0	0	0
AAEL026232	0	1	0	6
AAEL009114	100	116	180	327
AAEL024889	0	0	1	0
AAEL018907	0	0	0	0
AAEL021440	72	130	357	455
AAEL009108	17	20	5	4
AAEL009110	329	401	485	422
AAEL024776	4	6	4	1
AAEL009109	71	103	117	77
AAEL020285	0	0	0	0
AAEL009112	8	8	1	4
AAEL018908	0	0	0	0
AAEL018891	0	0	0	0
AAEL025031	0	0	0	0
AAEL028701	0	0	0	0
AAEL028795	0	0	0	0
AAEL016640	0	0	0	0
AAEL016639	0	0	0	0
AAEL022097	0	0	0	0
AAEL016638	0	0	0	0
AAEL028240	3	2	8	3
AAEL025611	93	157	127	131
AAEL023619	0	0	0	0
AAEL008334	293	521	420	678
AAEL026038	805	1627	1349	1838
AAEL004390	1207	2369	2385	3221
AAEL004386	1746	3124	3025	3506
AAEL004388	1029	2290	1578	2119
AAEL004399	12	21	19	21
AAEL004396	129	256	238	291
AAEL022231	0	0	0	0
AAEL027051	0	0	0	0
AAEL004398	0	3	0	1
AAEL027273	2	6	4	6
AAEL024481	0	0	0	0
AAEL004389	92	171	177	229
AAEL020857	0	0	0	0
AAEL013739	858	792	638	602
AAEL013737	0	0	0	0
AAEL019447	105	146	165	277
AAEL024782	10	26	6	5
AAEL017160	72	75	83	116
AAEL019927	98	113	178	150
AAEL022444	2	0	5	2
AAEL011522	11	21	15	18
AAEL020268	0	1	0	1
AAEL024891	0	0	0	0
AAEL014082	0	0	1	0
AAEL014080	533	541	387	473
AAEL023845	73	116	75	129
AAEL020865	0	0	3	1
AAEL021257	1	0	0	0
AAEL012955	115	113	201	134
AAEL027303	1	3	4	2
AAEL028986	0	0	0	0
AAEL024508	241	298	373	347
AAEL010722	18	34	31	28
AAEL025546	1	1	1	0
AAEL025802	0	0	0	0
AAEL010721	0	0	0	0
AAEL022009	0	0	0	3
AAEL026885	0	0	0	0
AAEL008613	535	573	258	272
AAEL018695	473	725	572	953
AAEL008617	182	244	178	369
AAEL022467	395	592	566	692
AAEL026296	0	0	0	0
AAEL005552	668	826	452	422
AAEL005533	3063	2939	23	44
AAEL017481	4411	5663	5902	6430
AAEL022458	0	0	0	0
AAEL014628	61	83	74	87
AAEL022786	166	247	273	385
AAEL016960	189	255	236	311
AAEL014630	1015	900	682	711
AAEL010513	439	630	588	738
AAEL025186	2	5	6	2
AAEL022099	0	0	0	0
AAEL028799	0	0	0	0
AAEL028696	0	0	0	0
AAEL023328	0	0	0	0
AAEL010516	161	224	206	280
AAEL022899	0	0	0	0
AAEL020469	1	0	0	0
AAEL012826	398	552	258	380
AAEL012822	72	89	104	92
AAEL012825	5067	6001	643	664
AAEL012827	9324	8960	3668	2682
AAEL012820	197	189	135	122
AAEL000079	210	421	328	758
AAEL018809	0	0	0	0
AAEL027208	0	0	1	0
AAEL000084	410	500	410	444
AAEL000016	215	298	332	276
AAEL021708	131	191	193	280
AAEL000029	0	0	1	0
AAEL000024	282	207	219	147
AAEL000064	248	460	450	336
AAEL002169	657	992	881	1446
AAEL020602	0	0	0	0
AAEL022656	0	4	0	2
AAEL002167	0	0	0	0
AAEL002165	149	119	150	180
AAEL016176	0	0	0	0
AAEL024080	0	0	0	0
AAEL019387	0	0	0	0
AAEL028675	0	1	0	0
AAEL018822	0	0	0	0
AAEL016178	0	0	0	0
AAEL019388	9	8	4	4
AAEL002141	46	32	104	98
AAEL023189	0	0	0	0
AAEL002177	0	1	1	1
AAEL016179	0	0	0	0
AAEL028092	99	100	109	135
AAEL002137	373	553	535	556
AAEL027326	112	152	114	103
AAEL002145	265	312	332	275
AAEL023727	0	0	0	0
AAEL020988	0	0	0	0
AAEL002173	1	0	8	2
AAEL002142	166	267	237	293
AAEL002140	153	145	122	114
AAEL020152	0	0	0	0
AAEL019706	0	0	1	2
AAEL023823	0	0	0	0
AAEL027283	4	9	11	2
AAEL023754	0	0	0	0
AAEL027261	2	3	3	11
AAEL027433	0	0	0	0
AAEL022859	0	0	0	0
AAEL005422	804	965	722	897
AAEL027445	0	0	0	0
AAEL005401	6899	6831	2786	2581
AAEL005413	102	112	104	56
AAEL005423	317	348	361	405
AAEL026343	112	191	185	220
AAEL028211	458	967	936	1229
AAEL005405	297	343	312	316
AAEL005402	63	103	88	93
AAEL005411	433	494	348	329
AAEL021924	0	0	1	1
AAEL025444	50	38	48	41
AAEL020882	0	0	0	0
AAEL005410	52	49	45	70
AAEL022292	0	0	0	0
AAEL005400	1502	2018	1703	1883
AAEL026397	0	0	0	0
AAEL022791	0	0	0	0
AAEL023680	4	4	3	10
AAEL005414	295	252	152	162
AAEL005403	55	64	64	62
AAEL005407	238	357	486	424
AAEL005408	269	346	317	272
AAEL005412	31	19	30	24
AAEL005426	296	360	332	315
AAEL005417	158	172	124	79
AAEL027245	1	1	0	4
AAEL005409	0	0	0	0
AAEL005415	29	26	15	19
AAEL005406	56	75	64	88
AAEL005419	199	240	223	198
AAEL005425	292	368	315	534
AAEL019639	9	14	5	10
AAEL023140	2	1	0	0
AAEL005420	0	0	0	0
AAEL020967	0	0	0	0
AAEL021147	43	46	63	79
AAEL005428	712	496	366	341
AAEL024630	43	49	9	10
AAEL003743	1347	1791	999	1251
AAEL003752	167	302	202	137
AAEL003769	356	393	442	487
AAEL003772	2	3	1	1
AAEL025554	0	0	0	1
AAEL003762	53	62	40	50
AAEL003756	47	68	39	47
AAEL003770	258	388	330	269
AAEL018306	21	27	13	36
AAEL003749	0	0	0	0
AAEL003755	0	0	0	0
AAEL003771	0	0	0	0
AAEL003754	3	3	4	6
AAEL003768	416	700	698	1118
AAEL003750	6635	6227	8327	7421
AAEL003746	1013	1086	1010	1100
AAEL019607	5	9	8	8
AAEL003764	573	591	286	174
AAEL003766	436	294	330	356
AAEL003748	210	100	114	69
AAEL003763	228	328	133	112
AAEL025824	0	3	4	1
AAEL026856	0	0	0	0
AAEL028951	0	0	0	0
AAEL028745	0	0	0	0
AAEL019437	2	6	5	4
AAEL003909	260	127	293	313
AAEL003919	114	165	145	137
AAEL021869	20	16	19	32
AAEL024682	3	1	0	1
AAEL024414	4	13	0	3
AAEL003913	91	87	85	82
AAEL003910	15	14	19	19
AAEL003922	136	163	148	120
AAEL003912	115	149	105	91
AAEL020684	0	0	0	0
AAEL003911	316	432	440	429
AAEL003903	423	583	405	506
AAEL003915	5	6	5	4
AAEL003906	30	41	55	47
AAEL023319	0	0	0	0
AAEL003921	150	181	188	154
AAEL003916	199	313	272	280
AAEL021919	2	1	9	5
AAEL025957	0	0	0	0
AAEL027665	0	0	0	0
AAEL022324	0	0	0	0
AAEL003908	105	186	154	147
AAEL003918	13	32	19	40
AAEL003905	1	0	0	1
AAEL024181	0	0	0	1
AAEL022694	0	0	0	0
AAEL024027	0	0	0	0
AAEL026464	0	0	0	0
AAEL027630	0	0	0	0
AAEL018713	0	0	0	0
AAEL003914	59	129	73	147
AAEL003917	60	76	74	55
AAEL003907	291	489	376	370
AAEL028130	0	0	0	0
AAEL013025	280	480	455	655
AAEL023276	0	0	0	0
AAEL025250	90	142	137	173
AAEL023254	0	0	0	0
AAEL018992	0	0	0	0
AAEL014924	25	34	44	43
AAEL002863	72	115	98	144
AAEL002870	550	707	594	621
AAEL002876	11	11	9	22
AAEL022176	0	2	0	0
AAEL002869	115	158	163	142
AAEL002880	21	14	20	29
AAEL002879	3716	4318	2741	4058
AAEL021443	1	2	0	1
AAEL002860	786	426	753	857
AAEL002864	54	88	88	105
AAEL025020	0	3	0	0
AAEL019992	0	0	0	3
AAEL026128	0	0	0	0
AAEL019991	0	0	0	0
AAEL002856	133	178	159	179
AAEL019696	36	60	33	93
AAEL002878	0	3	0	0
AAEL002881	2399	1901	2185	1694
AAEL002874	189	222	175	95
AAEL002877	1	3	4	6
AAEL021615	236	167	78	131
AAEL002882	0	0	0	0
AAEL002861	1532	2335	1009	823
AAEL002867	1230	1176	791	797
AAEL025032	12	0	3	6
AAEL002866	438	517	618	929
AAEL018824	0	0	0	0
AAEL020520	0	0	0	0
AAEL002859	677	903	1339	1823
AAEL020531	0	1	0	1
AAEL005943	91	159	132	206
AAEL025750	21	30	16	18
AAEL027785	0	0	0	0
AAEL005944	265	269	206	130
AAEL026301	0	0	0	0
AAEL005947	649	996	679	812
AAEL020376	0	0	1	0
AAEL025490	0	0	0	0
AAEL005950	185	261	432	593
AAEL020931	0	0	0	0
AAEL005951	2643	1831	3482	3478
AAEL005946	647	515	520	355
AAEL028869	0	0	0	0
AAEL021380	3	9	4	9
AAEL021583	158	106	102	114
AAEL005952	13	15	21	14
AAEL026385	0	0	0	0
AAEL005945	0	0	0	4
AAEL021320	0	0	0	0
AAEL025735	0	0	0	0
AAEL021603	0	0	0	0
AAEL007386	2	1	0	4
AAEL007385	7209	7341	6238	5932
AAEL007383	5967	5935	3571	3231
AAEL007387	112	102	97	118
AAEL007389	2	0	0	0
AAEL020340	2022	2728	674	846
AAEL028777	0	0	0	0
AAEL017409	0	0	1	0
AAEL021665	1	1	0	4
AAEL002951	0	2	0	0
AAEL002950	80	105	244	222
AAEL002979	51	71	66	87
AAEL002967	31	45	46	55
AAEL020106	473	740	654	698
AAEL024608	16	7	13	18
AAEL017971	0	0	0	0
AAEL002972	4	3	9	7
AAEL002964	225	331	127	101
AAEL002959	36	46	35	5
AAEL002969	66	203	120	69
AAEL027938	192	168	249	194
AAEL023157	0	0	0	0
AAEL023330	0	0	0	0
AAEL023334	0	0	0	0
AAEL028052	318	364	238	251
AAEL002978	1873	2059	861	1418
AAEL027496	0	0	0	0
AAEL002955	0	1	0	0
AAEL002960	0	0	0	0
AAEL021960	0	0	0	0
AAEL002965	0	0	0	0
AAEL018289	8	6	11	22
AAEL002961	0	1	0	0
AAEL002949	1	10	5	6
AAEL002962	0	0	0	0
AAEL027293	146	91	80	106
AAEL022804	1	4	0	2
AAEL027763	0	0	3	0
AAEL024612	0	0	0	0
AAEL004298	0	0	0	0
AAEL004303	1	1	0	0
AAEL004280	1	1	0	0
AAEL022300	0	0	0	0
AAEL028230	0	0	0	0
AAEL004275	0	0	0	0
AAEL023292	1	3	4	6
AAEL025293	0	0	0	0
AAEL014432	0	0	0	0
AAEL014433	0	0	0	0
AAEL020548	0	0	0	0
AAEL010631	0	0	0	0
AAEL010628	0	0	0	0
AAEL010625	2	4	1	3
AAEL010624	0	0	0	0
AAEL010623	4	5	0	7
AAEL010627	2	5	4	7
AAEL010626	0	1	6	3
AAEL015156	2	2	0	0
AAEL025243	0	0	0	0
AAEL020961	0	0	0	0
AAEL028076	0	0	0	0
AAEL022576	0	0	0	0
AAEL013746	173	217	263	205
AAEL023561	21	18	24	33
AAEL023447	0	0	0	0
AAEL022263	3	19	4	12
AAEL006120	87	261	140	189
AAEL006113	326	406	172	255
AAEL006118	104	77	78	76
AAEL006116	212	314	295	418
AAEL006114	2	7	0	1
AAEL020072	0	0	0	0
AAEL016427	0	0	0	0
AAEL007205	3	1	4	4
AAEL007209	267	385	471	431
AAEL020242	149	207	223	260
AAEL007203	49	80	60	60
AAEL023320	0	0	0	0
AAEL028157	0	0	0	0
AAEL007202	158	262	175	214
AAEL020502	131	108	145	138
AAEL025190	184	222	247	259
AAEL019536	1152	2211	1416	1576
AAEL024738	0	0	0	1
AAEL021292	61	72	41	14
AAEL007198	0	1	0	0
AAEL007217	1	2	0	0
AAEL026926	0	0	0	0
AAEL026878	25	38	10	3
AAEL007211	57	74	65	103
AAEL010419	71	78	58	75
AAEL010404	354	362	296	319
AAEL010423	97	121	80	64
AAEL010406	2	0	0	7
AAEL010416	248	182	198	194
AAEL010407	107	135	93	113
AAEL010427	43	45	45	42
AAEL010414	295	524	480	708
AAEL010403	775	944	969	1084
AAEL010413	0	0	0	7
AAEL010408	2	0	5	5
AAEL010421	8	10	4	15
AAEL010401	42	59	45	96
AAEL022476	0	0	0	0
AAEL010422	348	498	291	329
AAEL021305	0	0	0	0
AAEL010412	60	86	68	108
AAEL010402	508	802	910	1095
AAEL010417	19	22	23	8
AAEL010411	196	386	399	521
AAEL027258	0	0	0	0
AAEL015286	0	0	0	0
AAEL010415	0	2	1	0
AAEL010418	0	0	0	0
AAEL010428	0	0	0	0
AAEL023626	0	0	0	1
AAEL027292	1	0	0	0
AAEL017079	4	4	4	3
AAEL010424	0	0	0	2
AAEL018080	1	0	0	0
AAEL010426	0	1	0	1
AAEL010409	1	3	1	0
AAEL010405	199	143	138	118
AAEL007793	23	19	44	46
AAEL007789	35	34	48	38
AAEL007788	56	88	73	38
AAEL007790	53	71	38	61
AAEL007792	75	46	132	108
AAEL022951	0	0	0	0
AAEL026419	0	7	0	0
AAEL019844	6	8	3	16
AAEL021779	0	0	1	0
AAEL024316	0	0	0	1
AAEL025310	0	0	0	0
AAEL020380	8	12	6	12
AAEL012059	76	77	54	67
AAEL012063	0	0	0	1
AAEL012060	0	0	1	0
AAEL012061	0	0	0	0
AAEL012066	0	0	1	0
AAEL012064	290	260	288	211
AAEL012062	4710	5357	8342	11424
AAEL019018	0	0	0	0
AAEL027586	0	0	0	0
AAEL019513	125	92	120	185
AAEL023385	0	0	0	0
AAEL014893	180	83	316	338
AAEL026582	217	143	358	354
AAEL017061	238	198	456	419
AAEL014891	41	41	75	73
AAEL014890	1	0	0	0
AAEL024267	996	1257	153	239
AAEL027536	349	573	470	554
AAEL011941	2	4	1	1
AAEL012489	279	480	363	473
AAEL018056	137	188	203	218
AAEL023169	299	443	308	395
AAEL026429	0	0	0	0
AAEL007343	251	325	297	295
AAEL012482	262	614	577	733
AAEL012486	1	4	26	6
AAEL026207	0	1	0	0
AAEL023695	282	438	445	577
AAEL014263	19	23	19	24
AAEL014264	17	18	13	13
AAEL014262	140	180	115	114
AAEL022748	0	0	1	0
AAEL014511	1130	1632	1275	1470
AAEL024026	2	2	0	2
AAEL019830	108	148	162	212
AAEL014174	0	0	1	0
AAEL014176	166	178	179	231
AAEL009759	51	62	45	39
AAEL029003	0	0	0	0
AAEL025386	11	14	19	35
AAEL024118	0	0	0	0
AAEL021138	38	53	49	90
AAEL021820	0	0	0	0
AAEL027387	0	0	0	0
AAEL020999	0	0	0	0
AAEL013846	66	88	70	82
AAEL027664	0	4	4	2
AAEL026136	0	0	0	0
AAEL003177	0	0	0	1
AAEL003173	3	4	0	3
AAEL003163	11	21	1	17
AAEL023195	0	0	0	0
AAEL003170	108	125	123	143
AAEL019468	237	280	264	359
AAEL015163	1	0	0	0
AAEL009801	0	0	0	0
AAEL009796	6	4	4	0
AAEL009802	0	0	0	0
AAEL009790	0	0	0	0
AAEL020010	0	0	0	0
AAEL020011	1	0	3	4
AAEL009791	1	0	0	0
AAEL009783	2	0	0	0
AAEL009788	0	0	0	0
AAEL009803	0	2	3	0
AAEL009784	1	2	0	0
AAEL009793	0	0	0	0
AAEL015363	0	0	0	0
AAEL009807	0	0	0	0
AAEL009799	52	99	70	85
AAEL009787	76	104	54	116
AAEL015307	1	0	1	4
AAEL023884	73	46	90	37
AAEL020668	0	0	0	0
AAEL013757	5	5	1	1
AAEL013758	0	0	0	4
AAEL027187	0	0	0	0
AAEL011169	1	4	1	0
AAEL022482	0	0	0	0
AAEL023061	0	0	0	0
AAEL026625	0	0	0	0
AAEL025832	0	0	0	0
AAEL021672	0	0	0	0
AAEL025745	0	0	0	0
AAEL022317	0	0	0	0
AAEL028645	0	0	0	0
AAEL028899	0	0	0	0
AAEL026643	0	0	0	0
AAEL010483	417	533	429	603
AAEL014816	317	519	536	635
AAEL010486	245	344	407	342
AAEL010477	38	44	8	3
AAEL010487	179	144	159	130
AAEL010476	302	345	115	123
AAEL025393	137	189	228	266
AAEL010480	129	111	117	91
AAEL026825	519	521	1228	1024
AAEL021882	0	0	0	0
AAEL010479	394	380	575	452
AAEL010485	354	775	1038	605
AAEL010478	4	8	23	8
AAEL005992	32	63	68	44
AAEL014344	64	116	112	77
AAEL025717	178	246	257	301
AAEL024473	0	0	0	0
AAEL027758	0	0	0	0
AAEL028839	0	0	0	0
AAEL028953	0	0	0	0
AAEL012624	105	128	123	126
AAEL017508	1018	1010	436	342
AAEL012621	810	1041	644	499
AAEL024311	0	0	0	0
AAEL024938	0	0	0	0
AAEL027484	0	0	0	0
AAEL023247	19	21	21	11
AAEL023943	0	2	3	1
AAEL012628	14	17	33	34
AAEL026260	10	21	31	45
AAEL023505	20	11	31	19
AAEL027610	7	3	5	5
AAEL022253	9	9	1	4
AAEL017975	13	7	11	8
AAEL017976	3	4	4	3
AAEL020330	1	1	0	0
AAEL023321	0	0	3	1
AAEL026868	2	0	3	1
AAEL023423	20	46	16	15
AAEL021067	1	0	0	0
AAEL013330	0	0	0	0
AAEL014993	41	9	41	36
AAEL014994	0	0	0	0
AAEL023073	0	0	0	0
AAEL022344	0	0	0	0
AAEL013085	70	59	84	72
AAEL013086	352	435	472	606
AAEL020631	208	311	291	537
AAEL018255	127	202	133	245
AAEL021864	0	0	0	0
AAEL013083	57	73	147	94
AAEL021403	1	0	0	1
AAEL026966	1	0	0	0
AAEL013415	3	0	0	2
AAEL025125	1	4	1	5
AAEL021267	0	0	0	0
AAEL015147	1	0	0	0
AAEL027534	0	0	0	0
AAEL025185	21	6	16	7
AAEL027242	13	22	20	43
AAEL022998	0	0	0	0
AAEL023718	42	71	46	68
AAEL009574	308	423	409	450
AAEL024147	316	426	284	394
AAEL007993	5	11	3	2
AAEL007992	56	49	41	29
AAEL008003	4	16	9	5
AAEL019983	2	5	4	5
AAEL022732	7	8	1	7
AAEL012397	47	96	84	56
AAEL022282	467	793	409	367
AAEL012388	83	129	89	153
AAEL012390	573	618	375	304
AAEL021620	0	0	0	0
AAEL024310	0	0	0	0
AAEL023183	19	28	26	22
AAEL012387	188	234	208	254
AAEL012391	20	46	51	50
AAEL012394	999	902	968	1017
AAEL012393	118	150	113	200
AAEL012398	174	171	157	151
AAEL022901	495	448	462	473
AAEL012389	41	80	73	78
AAEL012392	28	21	41	18
AAEL019848	18	5	19	15
AAEL019847	11	14	9	14
AAEL012395	130	247	103	130
AAEL023958	373	436	63	145
AAEL027539	53	37	15	8
AAEL012580	1	0	1	0
AAEL012575	5	0	0	0
AAEL012578	6923	6805	833	607
AAEL028235	48	65	49	32
AAEL014913	1374	1313	2072	1729
AAEL012582	68	93	81	85
AAEL012577	252	223	307	190
AAEL014909	291	399	410	309
AAEL012567	68	16	58	52
AAEL014910	140	60	144	88
AAEL012583	135	182	164	291
AAEL024479	997	1362	1488	1826
AAEL012566	19	35	28	24
AAEL012579	1114	1223	924	1006
AAEL011982	155	200	163	179
AAEL011972	401	414	342	293
AAEL011985	1046	831	1396	1469
AAEL011974	114	96	99	110
AAEL011983	152	246	269	344
AAEL011979	140	146	184	155
AAEL023821	6	3	4	0
AAEL011986	7	16	6	19
AAEL014271	486	458	352	319
AAEL011980	224	274	117	68
AAEL014265	250	290	330	296
AAEL017503	232	291	242	240
AAEL014267	34	13	39	38
AAEL025467	3	0	1	2
AAEL022105	445	750	446	711
AAEL011978	352	456	496	495
AAEL014965	922	972	400	577
AAEL011934	117	146	154	220
AAEL011936	1	0	6	3
AAEL011935	0	0	0	0
AAEL011930	0	0	0	0
AAEL011931	2	5	10	4
AAEL014414	352	438	389	370
AAEL014410	61	71	46	67
AAEL014413	321	428	505	541
AAEL014412	47	147	40	14
AAEL014411	33	68	78	93
AAEL018003	0	0	0	0
AAEL020485	963	1068	511	346
AAEL004881	22	38	21	55
AAEL004872	0	0	0	0
AAEL022246	0	0	0	0
AAEL022744	0	0	0	0
AAEL025632	0	0	0	0
AAEL004877	0	0	0	0
AAEL004883	0	2	1	1
AAEL026980	0	4	3	1
AAEL004876	1	1	3	2
AAEL026488	2	6	16	13
AAEL021561	0	0	0	0
AAEL004885	0	1	0	0
AAEL004873	497	475	666	571
AAEL025241	1	0	0	0
AAEL004879	100	120	68	56
AAEL004863	159	198	291	298
AAEL004874	73	101	65	63
AAEL023022	641	678	1178	1261
AAEL004867	31	50	23	22
AAEL004892	140	200	248	230
AAEL004891	11	28	20	24
AAEL004869	90	200	207	279
AAEL004868	75	68	107	89
AAEL004884	133	181	108	74
AAEL004875	192	381	410	520
AAEL004866	185	232	196	241
AAEL004865	5425	6420	5670	7415
AAEL020325	0	0	0	0
AAEL004889	138	160	173	178
AAEL027699	13	12	5	17
AAEL004870	10	38	15	9
AAEL027264	13	21	19	14
AAEL021130	0	0	0	0
AAEL007835	78	68	135	90
AAEL007839	140	173	150	147
AAEL007831	0	0	0	0
AAEL015038	114	85	104	74
AAEL007832	0	0	0	0
AAEL019727	610	760	892	611
AAEL018249	534	561	263	449
AAEL012783	7331	7589	1812	1608
AAEL026703	6	0	0	1
AAEL012778	1649	2072	1737	1808
AAEL012774	50	34	48	31
AAEL023837	0	0	0	0
AAEL012776	7	7	10	5
AAEL026458	2	2	13	6
AAEL017244	141	27	199	125
AAEL012782	11	9	1	2
AAEL012777	74	43	58	45
AAEL019590	75	55	64	71
AAEL003238	57	70	104	66
AAEL003281	6	9	9	16
AAEL017003	23	34	54	38
AAEL003233	20	13	20	25
AAEL003243	413	541	639	497
AAEL003253	41	21	59	56
AAEL003279	185	129	273	211
AAEL028657	0	1	0	0
AAEL025028	4	5	6	12
AAEL003257	1	1	0	0
AAEL003275	518	827	777	1261
AAEL003230	220	188	179	133
AAEL003271	39	43	31	33
AAEL003262	9	11	23	15
AAEL019558	4	7	5	8
AAEL019557	26	28	29	43
AAEL003267	588	440	510	577
AAEL019685	425	599	577	755
AAEL003260	0	1	0	1
AAEL019684	0	0	0	1
AAEL003277	20	58	45	57
AAEL028179	1	0	0	0
AAEL003239	0	0	0	0
AAEL003213	84	129	103	91
AAEL028917	0	0	1	0
AAEL028669	0	0	0	0
AAEL024943	22	33	20	46
AAEL003228	119	105	164	148
AAEL003211	6	3	4	3
AAEL003214	1	0	0	1
AAEL003237	39	71	64	36
AAEL018094	0	0	1	0
AAEL016981	0	0	0	0
AAEL025793	0	0	0	0
AAEL025295	96	198	158	242
AAEL018297	368	453	604	693
AAEL003283	851	1177	711	1199
AAEL019575	49	46	34	39
AAEL003229	645	696	536	772
AAEL024365	19	48	11	34
AAEL009070	2272	3340	2498	4019
AAEL021692	0	0	0	1
AAEL023075	12	21	20	5
AAEL023145	9	1	3	5
AAEL009072	0	3	3	0
AAEL022863	0	0	0	0
AAEL026988	0	0	0	0
AAEL023737	0	0	0	0
AAEL027308	0	0	0	0
AAEL028902	0	0	0	0
AAEL023263	0	0	0	0
AAEL020874	0	0	0	0
AAEL027742	0	0	0	0
AAEL005052	762	826	595	390
AAEL005084	321	394	380	343
AAEL005071	269	818	271	304
AAEL005079	1	0	0	1
AAEL005073	10	6	10	6
AAEL005075	149	105	134	106
AAEL005068	143	145	130	170
AAEL005058	53	32	69	61
AAEL018331	167	182	196	248
AAEL005070	134	179	201	150
AAEL019563	370	418	348	714
AAEL023722	1	9	0	2
AAEL005076	11	9	16	17
AAEL005072	17	15	15	18
AAEL027541	0	0	3	1
AAEL019664	25	34	38	25
AAEL019663	51	80	100	82
AAEL005053	38	71	58	93
AAEL025321	1821	1405	1449	1185
AAEL005054	326	253	254	322
AAEL024837	164	107	292	285
AAEL022831	1	5	0	1
AAEL006938	136	133	90	94
AAEL024980	486	471	652	883
AAEL005069	1525	1784	1340	1388
AAEL026230	0	0	0	0
AAEL023455	0	0	0	0
AAEL027427	0	0	0	0
AAEL024626	0	0	0	0
AAEL024046	0	0	0	0
AAEL005061	72	81	90	93
AAEL005064	220	273	261	222
AAEL005060	1	3	0	3
AAEL005086	151	219	185	219
AAEL024158	0	0	0	0
AAEL025256	0	0	3	0
AAEL005080	231	346	261	316
AAEL005074	43	91	69	91
AAEL005047	63	71	145	81
AAEL005048	87	139	157	150
AAEL024377	0	0	0	0
AAEL005049	56	106	170	162
AAEL024930	51	106	75	120
AAEL026442	0	0	0	0
AAEL015283	141	109	281	203
AAEL001087	503	262	503	836
AAEL001092	352	296	348	343
AAEL001073	0	0	0	0
AAEL001091	146	211	164	172
AAEL021376	21	12	16	10
AAEL021873	0	0	0	0
AAEL024599	0	0	0	0
AAEL001082	39	34	40	27
AAEL001077	55	36	110	124
AAEL001098	80	77	139	130
AAEL001068	3	0	5	0
AAEL001084	13	10	25	16
AAEL020715	0	1	3	1
AAEL001090	12	31	20	21
AAEL022728	0	2	4	1
AAEL001061	2343	3530	2464	2960
AAEL026530	1	3	1	2
AAEL001071	14	21	14	9
AAEL001074	65	65	71	107
AAEL001095	36	63	29	39
AAEL027099	28	31	46	26
AAEL001067	0	0	13	9
AAEL001063	0	0	0	0
AAEL023033	0	0	0	0
AAEL021768	0	0	0	0
AAEL001062	22	46	69	64
AAEL001054	9	9	1	3
AAEL001059	0	0	0	0
AAEL010591	179	272	113	132
AAEL010582	391	301	36	42
AAEL010577	100	120	66	70
AAEL010596	106	316	113	139
AAEL010590	135	120	158	130
AAEL010584	403	498	326	347
AAEL010592	127	120	63	72
AAEL010576	2497	3836	4306	4642
AAEL024517	2	4	10	3
AAEL026521	1	2	0	0
AAEL004645	5	11	11	16
AAEL022225	15	36	18	27
AAEL004624	50	73	53	77
AAEL004608	16	14	34	37
AAEL020745	18	12	10	18
AAEL027211	0	1	9	3
AAEL004620	552	693	663	697
AAEL004634	271	423	355	522
AAEL018912	0	0	0	0
AAEL016345	0	0	0	0
AAEL025755	55	38	109	81
AAEL022971	2	0	1	1
AAEL013287	155	277	252	168
AAEL013291	196	248	361	334
AAEL025976	165	268	330	478
AAEL023585	405	591	480	503
AAEL007586	454	747	741	1014
AAEL025419	0	0	0	0
AAEL021783	0	3	1	0
AAEL024209	0	0	0	2
AAEL023547	219	289	284	336
AAEL024306	0	1	1	1
AAEL007595	170	216	152	150
AAEL011593	36	5	30	49
AAEL007597	241	452	420	363
AAEL020470	144	118	163	121
AAEL007593	114	140	159	155
AAEL028830	0	0	0	0
AAEL007587	39	23	6	17
AAEL018747	1	2	1	0
AAEL018746	1	2	0	1
AAEL018745	5	2	3	1
AAEL025097	4	1	1	5
AAEL020511	0	2	3	0
AAEL007584	192	370	376	298
AAEL007598	0	0	1	1
AAEL023250	0	0	0	0
AAEL023120	0	0	0	0
AAEL007592	317	320	84	59
AAEL026807	0	0	0	0
AAEL007591	1070	637	43	100
AAEL015137	0	2	0	0
AAEL015139	0	0	0	0
AAEL009956	0	0	0	0
AAEL026174	15	3	1	11
AAEL015136	3610	3051	132	196
AAEL015140	1	0	3	0
AAEL025109	77	68	14	4
AAEL020368	8	3	0	0
AAEL012347	129	173	211	303
AAEL021751	0	0	1	0
AAEL023866	0	0	0	3
AAEL017646	0	0	0	1
AAEL012341	148	331	385	287
AAEL017678	0	0	0	0
AAEL012350	0	0	0	1
AAEL022081	0	0	0	1
AAEL022520	70	147	189	110
AAEL023211	0	0	0	0
AAEL012343	4	12	24	10
AAEL012344	0	0	0	6
AAEL012340	5	4	3	6
AAEL012349	6	11	8	11
AAEL012342	0	2	0	0
AAEL014916	0	0	0	0
AAEL014915	492	563	395	396
AAEL028015	429	505	1290	1401
AAEL017811	11	4	10	14
AAEL024922	4	0	3	4
AAEL003742	728	1049	81	108
AAEL003758	370	362	343	356
AAEL025509	169	180	204	248
AAEL003757	0	0	0	2
AAEL022361	6	4	6	11
AAEL025958	0	0	0	0
AAEL019426	84	71	102	120
AAEL022288	0	0	1	0
AAEL002813	1575	1286	1240	839
AAEL002800	150	241	89	118
AAEL002785	143	177	138	131
AAEL028652	0	0	3	0
AAEL024908	240	277	588	602
AAEL020622	12	4	8	17
AAEL002784	443	423	1196	930
AAEL028025	165	180	218	294
AAEL002809	141	130	109	105
