logFC	logCPM	PValue	FDR
AAEL018806	4.76772209463764	5.09223270592781	1.27960579662642e-34	2.52235894631001e-30
AAEL018771	4.30313443597637	2.71417966324272	2.08245405718471e-13	2.05246671876125e-09
AAEL026217	3.5175696291843	1.99331223793898	3.20496943175728e-07	0.00210587858129332
AAEL001363	0.555783514824829	4.49160743225846	6.55021557630968e-06	0.0322794623600541
AAEL003758	-0.284743064286599	7.5063571914708	2.41504455430622e-05	0.0950515456844525
AAEL022267	0.35190025390492	5.8282044517994	2.89320857399916e-05	0.0950515456844525
AAEL004631	1.47045592127822	3.76618767522256	3.44031315623787e-05	0.0968792184796584
AAEL011504	2.294079865094	0.534341981281855	5.64703220225804e-05	0.133706354419691
AAEL004783	0.209196518080647	8.84071779936279	6.10469353580163e-05	0.133706354419691
AAEL024161	-5.37041645839553	-0.330674271333532	0.000111840329188135	0.220459656895652
AAEL012107	-5.35511057912194	-0.33135584463961	0.000144174012405114	0.247462455177086
AAEL001673	1.59324191889823	3.64960023324102	0.0001506467868367	0.247462455177086
AAEL007941	1.80790838848695	0.719483671434659	0.000178744350017843	0.271031432888595
AAEL013661	0.207430134917532	9.14097194293666	0.000208985531481495	0.272689247035615
AAEL010759	-0.438857440735195	4.72538233614039	0.00021621807088701	0.272689247035615
AAEL024681	2.15180911937041	0.445806173645733	0.000221338674541895	0.272689247035615
AAEL021132	2.18619088451634	0.290142097083483	0.000238689818017036	0.276767864279518
AAEL025383	-1.81935648269005	0.839041350349253	0.000260706895565286	0.285503018076829
AAEL003060	0.341151367498268	5.48789471444633	0.000308834518160592	0.307771304203873
AAEL011057	0.433034462662647	4.85257990552013	0.000319181427957643	0.307771304203873
AAEL020793	0.451723844296954	4.54994287358881	0.000327881361012649	0.307771304203873
AAEL004889	0.400605003056371	5.15849817121976	0.000353216693288595	0.311846580281185
AAEL005392	-1.17845048738498	1.66888737964835	0.000363863197365425	0.311846580281185
AAEL003160	0.206418913677855	9.53786400733677	0.000418641625977852	0.343844322136476
AAEL001706	0.262645674404226	6.29606002383374	0.000456624276199618	0.360039109297875
AAEL002572	2.87065557561844	0.151893039926104	0.000507487284879423	0.384753436905507
AAEL013887	-0.354012299466807	5.08977051404713	0.000598462578222421	0.436922012663717
AAEL011978	-0.257456710406944	6.22545245462486	0.000713886607990601	0.495230963724427
AAEL013088	-0.889538956380378	2.69012153743047	0.000728576397524776	0.495230963724427
AAEL021820	5.30366797132706	-0.438469582174947	0.000757262773806765	0.497572126575965
AAEL011641	-0.650619665360013	3.24702952861065	0.000865672120968967	0.550455769307751
AAEL027339	1.12110307458385	1.77116907433256	0.000977925225941707	0.591419349811796
AAEL018801	2.81699785257708	0.0696259201694209	0.00101269751819154	0.591419349811796
AAEL024010	-2.28741496167755	-0.0944665989617487	0.00102010236879064	0.591419349811796
AAEL005798	-0.388147825088147	4.69540639600794	0.00109453812251293	0.599006749365473
AAEL014990	-2.36134803906015	-0.0517183188955383	0.00110036159144813	0.599006749365473
AAEL008070	0.459988730057628	4.03973962143585	0.00112435317200297	0.599006749365473
AAEL017290	0.211927768324089	8.10251115346654	0.00120233623878501	0.623696103656055
AAEL021147	3.53227615806309	-0.383618275238514	0.00125536846673099	0.625127518116275
AAEL001644	3.5423135833494	-0.38281188426357	0.00126852174942426	0.625127518116275
AAEL009149	-2.60256305668013	0.0714903099264942	0.00136333907685713	0.646930630324187
AAEL021180	-1.04364370219534	1.87348580185096	0.0013966387045313	0.646930630324187
AAEL014317	0.386775484382602	4.62879612411689	0.00145161681485757	0.646930630324187
AAEL021387	1.85137601156269	0.255722413316308	0.0014686004720516	0.646930630324187
AAEL027977	0.314368565041535	5.31587773076587	0.00150545509596219	0.646930630324187
AAEL001612	-0.802604087838657	2.50639207952628	0.00153367368203762	0.646930630324187
AAEL003228	-0.35297238886544	4.87062730381213	0.00155531486518892	0.646930630324187
AAEL009427	-0.319682630228476	5.2363335762922	0.00163859254229788	0.646930630324187
AAEL026747	0.612178705359348	3.0499522930503	0.00172293141797171	0.646930630324187
AAEL026446	2.01386330780855	2.40615764219954	0.00172297631338876	0.646930630324187
AAEL003393	-0.162127098533089	8.61517218659409	0.00172963310772321	0.646930630324187
AAEL004691	0.181709887184655	7.43926698632577	0.00173526559599979	0.646930630324187
AAEL009961	0.733187544811993	3.17058738349863	0.00173941372804291	0.646930630324187
AAEL003919	-0.272487974212847	5.76246139978334	0.00188028975554497	0.686375401135231
AAEL009590	0.422977853235685	5.30290074915979	0.00206784323961605	0.738947203455012
AAEL007444	0.188492949643109	8.12376699266916	0.00209928182799719	0.738947203455012
AAEL027666	0.322441290888004	5.326217990504	0.0022534737921169	0.779306585793128
AAEL024326	0.690333928938419	2.66273425620839	0.00234080601305315	0.784427828473222
AAEL003142	0.244790607245088	6.13762695088231	0.00234787144277192	0.784427828473222
AAEL012860	0.489440870913853	3.78823729375864	0.00242148841514562	0.788233585948039
AAEL006377	-0.535395714385257	3.49301908795379	0.00243923745651534	0.788233585948039
AAEL021853	0.370659097501522	4.78970233760498	0.00252007572311544	0.795468449564342
AAEL006073	-0.647039001515208	3.19554095174408	0.00254233524363604	0.795468449564342
AAEL019847	1.91206651913617	0.147640113955504	0.00264676487504054	0.815203581512487
AAEL008250	0.253709628048882	5.88511858675586	0.0027279840260634	0.827292632642487
AAEL017320	1.76427386332407	0.352997565448375	0.0028927121652244	0.863956700013687
AAEL009733	0.172721957265729	7.64984278348568	0.00300757494195765	0.884855481430883
AAEL011522	1.33598643989126	1.01223760044064	0.00305555374039297	0.885751107803327
AAEL027809	-0.403484394576704	4.23939454604869	0.00311965467977945	0.891226565910325
AAEL019823	0.82843676159549	2.0995103800412	0.00326527536956094	0.906117843429832
AAEL005788	2.2651496309245	-0.279750177116149	0.00334183160922726	0.906117843429832
AAEL005961	1.09765806598324	2.15965601179897	0.00339426075686115	0.906117843429832
AAEL019110	-1.8270779413221	0.288045698285659	0.0034053109327193	0.906117843429832
AAEL011648	0.519311894797982	3.93469727311155	0.00344680224640991	0.906117843429832
AAEL010110	-1.91316954188496	-0.0511454465716047	0.00347141829176071	0.906117843429832
AAEL007803	-0.24874800660439	6.66223708270424	0.00352529073076872	0.906117843429832
AAEL000857	0.407308988990775	4.10099273909736	0.00353952282589778	0.906117843429832
AAEL018257	-0.663593142417873	3.02478116708392	0.00362151203641388	0.908202434784512
AAEL027731	-0.289346701949022	5.16461932444109	0.00363981292349718	0.908202434784512
AAEL024113	0.863819908630481	1.93918966983373	0.0037720955595735	0.920894876350474
AAEL017843	0.577650412724901	3.97080255250052	0.00381895066789739	0.920894876350474
AAEL018118	-0.201285559451886	6.91402151421904	0.00383083298806508	0.920894876350474
AAEL018852	-2.51343425655785	-0.0495754610036106	0.00392774514989384	0.932815811984426
AAEL025750	-0.918576349401195	2.0417947724737	0.00397908528876914	0.933758681097825
AAEL003345	1.96482811289007	-0.00720740034303909	0.00408728084817642	0.93728897222449
AAEL011147	-0.277066765637646	5.58905086930731	0.00413782730038764	0.93728897222449
AAEL027594	0.271475816363766	5.5154202971052	0.00418591711561449	0.93728897222449
AAEL026198	0.999498929492724	1.52049059948157	0.00421416749839077	0.93728897222449
AAEL022035	-0.959922892286148	1.57453383726257	0.00423187492532364	0.93728897222449
AAEL011466	0.458149332735923	3.72582642912959	0.00429245821222382	0.939638029918285
AAEL000211	0.224402173742454	6.41520151242913	0.00436215805865396	0.939638029918285
AAEL010832	0.855656521711929	2.73232377707355	0.0043854859350894	0.939638029918285
AAEL015425	0.40306319259204	4.12724117650874	0.00463954070452152	0.973990795225048
AAEL015356	-0.239374826192083	6.00214311632756	0.00464463954703503	0.973990795225048
AAEL028921	1.65419103228669	0.288692347309544	0.00471336826076795	0.977999106907976
AAEL011098	-1.58937652708936	0.445467846184814	0.00479409988457377	0.984388509632481
AAEL012474	0.568155868816779	3.06512842442427	0.0048491281222084	0.985422820051257
AAEL014297	-3.47951746818753	-0.231347056816877	0.00511809682194181	1
AAEL004175	0.295509492117957	6.43055992221071	0.00512184480502366	1
AAEL025909	-2.5404568384882	-0.280601341297052	0.00519966165009909	1
AAEL020983	0.220185230137915	6.90819270892117	0.00519991410295	1
AAEL020508	-0.205029578595104	7.39543147782082	0.00523400959679571	1
AAEL009451	1.46560662613901	2.4891206872956	0.00554346754672227	1
AAEL019818	4.85191549147243	-0.679364002516809	0.00566152886361358	1
AAEL015567	-1.98634891717406	-0.00918477527809843	0.00580274495226207	1
AAEL004433	0.339653222099745	4.73078641833017	0.00582494943413876	1
AAEL008942	0.223466472650167	6.22933440092606	0.00594453550011848	1
AAEL006347	0.832420542616647	1.89407057705086	0.00596752789472459	1
AAEL026480	2.17977510589278	-0.329613805826213	0.00597758825282688	1
AAEL006744	-0.204194545237329	6.54152482567517	0.0059793521049554	1
AAEL001909	-4.70197891261859	-0.679006756819174	0.00601781871074211	1
AAEL002731	0.783991729008973	2.02476464006884	0.00609366169385953	1
AAEL008263	0.253832714751176	5.53877766463083	0.00611237433272512	1
AAEL006017	2.06444725593559	-0.138635707410874	0.00611517272980537	1
AAEL023491	0.477257663590765	3.23431299628919	0.00612533996339409	1
AAEL020913	1.55754222638427	0.35423338331238	0.00625370342496168	1
AAEL024562	-0.760272509590729	2.67197028958848	0.00632563767583993	1
AAEL013278	-0.442208534245009	3.85148898709029	0.00637451413470121	1
AAEL014039	0.165042880179648	7.59409481398887	0.00643109273413831	1
AAEL021838	4.70874976931701	-0.887200141102946	0.00644672959189499	1
AAEL014413	-0.308605611466413	4.70596265923615	0.00661909539845835	1
