id	Inactivated1	Inactivated2	Normal1	Normal2
AAEL019018	0	0	0	0
AAEL027586	0	0	0	0
AAEL019513	126	93	164	148
AAEL023385	0	0	0	0
AAEL014893	181	84	252	213
AAEL026582	219	144	175	171
AAEL017061	241	200	145	175
AAEL014891	41	42	47	50
AAEL014890	1	0	0	0
AAEL024267	1006	1269	1713	1537
AAEL027536	353	578	215	378
AAEL011941	2	5	2	1
AAEL012489	282	484	169	372
AAEL018056	138	189	57	138
AAEL023169	302	448	210	258
AAEL026429	0	0	0	0
AAEL007343	254	328	187	280
AAEL012482	265	620	310	410
AAEL012486	1	4	5	4
AAEL026207	0	1	0	0
AAEL023695	285	442	119	282
AAEL014263	19	23	4	14
AAEL014264	17	18	26	30
AAEL014262	141	181	154	171
AAEL022748	0	0	0	0
AAEL014511	1142	1648	1407	1291
AAEL024026	2	2	0	2
AAEL019830	109	150	82	136
AAEL014174	0	0	0	3
AAEL014176	167	180	107	132
AAEL009759	51	62	41	60
AAEL029003	0	0	0	0
AAEL025386	11	14	4	18
AAEL024118	0	0	0	0
AAEL021138	38	53	7	70
AAEL021820	0	0	0	0
AAEL027387	0	0	0	0
AAEL020999	0	0	0	0
AAEL013846	67	89	13	117
AAEL027664	0	5	0	1
AAEL026136	0	0	0	0
AAEL003177	0	0	0	0
AAEL003173	3	5	7	4
AAEL003163	11	22	11	7
AAEL023195	0	0	0	0
AAEL003170	109	126	78	145
AAEL019468	240	282	457	343
AAEL015163	1	0	1	3
AAEL009801	0	0	0	0
AAEL009796	6	5	0	0
AAEL009802	0	0	0	0
AAEL009790	0	0	0	0
AAEL020010	0	0	0	0
AAEL020011	1	0	0	0
AAEL009791	1	0	0	3
AAEL009783	2	0	0	2
AAEL009788	0	0	0	0
AAEL009803	0	2	0	0
AAEL009784	1	2	0	1
AAEL009793	0	0	0	0
AAEL015363	0	0	0	0
AAEL009807	0	0	0	0
AAEL009799	52	100	20	91
AAEL009787	77	105	20	82
AAEL015307	1	0	0	0
AAEL023884	74	47	123	83
AAEL020668	0	0	0	0
AAEL013757	5	5	3	9
AAEL013758	0	0	0	2
AAEL027187	0	0	0	0
AAEL011169	1	4	5	1
AAEL022482	0	0	0	0
AAEL023061	0	0	0	0
AAEL026625	0	0	0	0
AAEL025832	0	0	0	0
AAEL021672	0	0	0	0
AAEL025745	0	0	0	0
AAEL022317	0	0	0	0
AAEL028645	0	0	0	0
AAEL028899	0	0	0	0
AAEL026643	0	0	0	0
AAEL010483	421	539	330	352
AAEL014816	320	524	133	356
AAEL010486	248	347	225	298
AAEL010477	38	44	108	101
AAEL010487	180	145	154	148
AAEL010476	305	348	288	287
AAEL025393	138	190	101	122
AAEL010480	130	112	100	106
AAEL026825	524	526	892	726
AAEL021882	0	0	0	0
AAEL010479	398	383	497	541
AAEL010485	358	782	474	405
AAEL010478	4	8	7	3
AAEL005992	32	64	30	41
AAEL014344	64	117	63	66
AAEL025717	179	248	140	202
AAEL024473	0	0	1	0
AAEL027758	0	0	0	0
AAEL028839	0	0	0	0
AAEL028953	0	0	0	0
AAEL012624	106	129	102	113
AAEL017508	1028	1020	991	1024
AAEL012621	818	1051	684	850
AAEL024311	0	0	0	0
AAEL024938	0	0	0	0
AAEL027484	0	0	0	0
AAEL023247	19	21	0	1
AAEL023943	0	2	0	0
AAEL012628	14	17	16	38
AAEL026260	10	22	10	17
AAEL023505	20	11	16	17
AAEL027610	7	3	5	5
AAEL022253	9	9	15	8
AAEL017975	13	7	20	7
AAEL017976	3	5	21	9
AAEL020330	1	1	1	0
AAEL023321	0	0	2	0
AAEL026868	2	0	12	5
AAEL023423	20	46	9	37
AAEL021067	1	0	0	4
AAEL013330	0	0	0	0
AAEL014993	41	9	2	38
AAEL014994	0	0	0	0
AAEL023073	0	0	0	0
AAEL022344	0	0	0	0
AAEL013085	71	60	50	84
AAEL013086	356	439	247	387
AAEL020631	210	314	136	226
AAEL018255	128	204	70	155
AAEL021864	0	0	0	0
AAEL013083	57	74	32	34
AAEL021403	1	0	0	2
AAEL026966	1	0	0	0
AAEL013415	3	0	0	1
AAEL025125	1	4	2	5
AAEL021267	0	0	0	0
AAEL015147	1	0	0	0
AAEL027534	0	0	0	0
AAEL025185	21	6	15	13
AAEL027242	13	23	26	26
AAEL022998	0	0	0	0
AAEL023718	42	71	27	65
AAEL009574	311	427	193	323
AAEL024147	319	430	289	305
AAEL007993	5	11	5	1
AAEL007992	56	50	17	59
AAEL008003	4	16	7	4
AAEL019983	2	5	5	4
AAEL022732	7	8	0	1
AAEL012397	47	97	53	64
AAEL022282	472	801	339	587
AAEL012388	84	130	49	76
AAEL012390	578	624	611	667
AAEL021620	0	0	0	0
AAEL024310	0	0	0	0
AAEL023183	19	28	22	21
AAEL012387	189	236	128	204
AAEL012391	20	47	27	33
AAEL012394	1009	911	1070	1127
AAEL012393	119	152	87	129
AAEL012398	175	172	141	116
AAEL022901	500	452	590	631
AAEL012389	41	81	42	80
AAEL012392	28	21	10	7
AAEL019848	18	5	13	36
AAEL019847	11	14	11	18
AAEL012395	131	249	369	308
AAEL023958	377	440	407	399
AAEL027539	53	37	8	16
AAEL012580	1	0	0	3
AAEL012575	5	0	2	4
AAEL012578	6991	6872	9183	8530
AAEL028235	48	66	33	42
AAEL014913	1387	1326	902	1225
AAEL012582	69	94	65	83
AAEL012577	255	226	410	328
AAEL014909	294	403	360	480
AAEL012567	69	16	24	29
AAEL014910	141	60	36	103
AAEL012583	136	184	108	131
AAEL024479	1007	1376	707	995
AAEL012566	19	35	14	24
AAEL012579	1124	1235	886	1336
AAEL011982	156	202	147	182
AAEL011972	405	418	393	353
AAEL011985	1056	839	973	805
AAEL011974	115	97	108	118
AAEL011983	153	248	100	207
AAEL011979	141	147	197	180
AAEL023821	6	3	0	0
AAEL011986	7	16	2	13
AAEL014271	491	463	395	416
AAEL011980	227	277	332	222
AAEL014265	253	293	277	308
AAEL017503	235	294	194	263
AAEL014267	34	14	20	34
AAEL025467	3	0	1	0
AAEL022105	449	758	400	397
AAEL011978	356	460	268	327
AAEL014965	931	982	758	831
AAEL011934	118	147	114	129
AAEL011936	1	0	0	3
AAEL011935	0	0	0	0
AAEL011930	0	0	0	0
AAEL011931	2	5	3	6
AAEL014414	356	442	276	333
AAEL014410	61	71	49	70
AAEL014413	324	432	412	358
AAEL014412	47	149	89	46
AAEL014411	33	69	52	55
AAEL018003	0	0	0	0
AAEL020485	972	1078	975	892
AAEL004881	22	39	4	12
AAEL004872	0	0	0	0
AAEL022246	0	0	0	0
AAEL022744	0	0	0	0
AAEL025632	0	0	0	0
AAEL004877	0	0	0	0
AAEL004883	0	2	0	3
AAEL026980	0	4	0	6
AAEL004876	1	1	2	0
AAEL026488	2	6	5	6
AAEL021561	0	0	0	0
AAEL004885	0	1	1	2
AAEL004873	502	480	525	553
AAEL025241	1	0	0	0
AAEL004879	101	121	81	94
AAEL004863	160	200	162	151
AAEL004874	74	102	61	67
AAEL023022	647	685	703	712
AAEL004867	31	51	24	52
AAEL004892	141	202	84	152
AAEL004891	11	28	3	13
AAEL004869	91	202	37	118
AAEL004868	76	69	95	97
AAEL004884	134	183	99	148
AAEL004875	193	384	104	260
AAEL004866	186	235	190	216
AAEL004865	5478	6483	4997	4775
AAEL020325	0	0	0	0
AAEL004889	139	161	82	164
AAEL027699	13	12	10	3
AAEL004870	10	38	72	55
AAEL027264	13	21	0	12
AAEL021130	0	0	0	0
AAEL007835	79	69	26	41
AAEL007839	141	175	52	140
AAEL007831	0	0	0	0
AAEL015038	115	86	110	128
AAEL007832	0	0	1	0
AAEL019727	616	768	819	842
AAEL018249	539	567	293	602
AAEL012783	7403	7663	7938	8100
AAEL026703	6	0	2	0
AAEL012778	1666	2092	1100	1302
AAEL012774	50	34	95	44
AAEL023837	0	0	0	0
AAEL012776	7	7	2	5
AAEL026458	2	2	1	1
AAEL017244	142	27	129	111
AAEL012782	11	9	15	12
AAEL012777	75	43	86	100
AAEL019590	76	56	110	82
AAEL003238	57	70	55	71
AAEL003281	6	9	18	11
AAEL017003	23	34	32	26
AAEL003233	20	14	9	12
AAEL003243	417	547	366	597
AAEL003253	41	22	27	46
AAEL003279	186	130	136	193
AAEL028657	0	1	0	1
AAEL025028	4	5	4	8
AAEL003257	1	1	3	5
AAEL003275	523	835	448	703
AAEL003230	222	189	127	193
AAEL003271	39	43	20	67
AAEL003262	9	11	8	17
AAEL019558	4	7	3	5
AAEL019557	26	28	38	23
AAEL003267	593	444	522	584
AAEL019685	429	604	313	346
AAEL003260	0	1	0	0
AAEL019684	0	0	1	0
AAEL003277	20	59	11	17
AAEL028179	1	0	0	0
AAEL003239	0	0	0	0
AAEL003213	85	130	113	157
AAEL028917	0	0	0	0
AAEL028669	0	0	0	0
AAEL024943	22	33	15	19
AAEL003228	120	106	107	120
AAEL003211	6	3	0	2
AAEL003214	1	0	0	0
AAEL003237	39	71	67	99
AAEL018094	0	0	0	1
AAEL016981	0	0	0	0
AAEL025793	0	0	0	0
AAEL025295	97	200	67	138
AAEL018297	372	457	385	534
AAEL003283	859	1188	1213	1181
AAEL019575	49	47	54	43
AAEL003229	651	703	453	552
AAEL024365	19	49	64	43
AAEL009070	2294	3373	2935	2985
AAEL021692	0	0	0	0
AAEL023075	12	22	1	14
AAEL023145	9	1	0	8
AAEL009072	0	3	11	2
AAEL022863	0	0	0	0
AAEL026988	0	0	0	0
AAEL023737	0	0	0	0
AAEL027308	0	0	0	0
AAEL028902	0	0	0	0
AAEL023263	0	0	0	0
AAEL020874	0	0	0	0
AAEL027742	0	0	0	0
AAEL005052	770	835	693	591
AAEL005084	324	398	205	259
AAEL005071	272	826	221	378
AAEL005079	1	0	0	1
AAEL005073	10	6	7	6
AAEL005075	150	106	97	123
AAEL005068	144	146	82	112
AAEL005058	53	32	47	51
AAEL018331	168	184	81	169
AAEL005070	135	180	104	184
AAEL019563	374	422	327	397
AAEL023722	1	9	2	1
AAEL005076	11	9	13	15
AAEL005072	17	15	12	10
AAEL027541	0	0	0	1
AAEL019664	25	34	16	27
AAEL019663	51	80	44	66
AAEL005053	38	72	36	60
AAEL025321	1839	1419	1830	1422
AAEL005054	329	255	263	233
AAEL024837	165	108	126	123
AAEL022831	1	5	0	2
AAEL006938	137	134	90	137
AAEL024980	491	475	352	385
AAEL005069	1540	1802	1487	1646
AAEL026230	0	0	1	0
AAEL023455	0	0	0	0
AAEL027427	0	0	0	0
AAEL024626	0	0	0	0
AAEL024046	0	0	0	0
AAEL005061	73	82	62	108
AAEL005064	222	276	207	295
AAEL005060	1	3	0	2
AAEL005086	152	221	51	160
AAEL024158	0	0	0	0
AAEL025256	0	0	0	0
AAEL005080	234	349	83	246
AAEL005074	43	92	28	81
AAEL005047	63	72	34	65
AAEL005048	88	141	92	105
AAEL024377	0	0	0	0
AAEL005049	56	107	9	89
AAEL024930	51	107	13	44
AAEL026442	0	0	0	0
AAEL015283	142	110	101	70
AAEL001087	508	264	228	233
AAEL001092	356	299	308	264
AAEL001073	0	0	0	0
AAEL001091	147	213	185	252
AAEL021376	21	12	3	8
AAEL021873	0	0	0	0
AAEL024599	0	0	0	0
AAEL001082	39	34	65	52
AAEL001077	55	36	67	44
AAEL001098	81	78	185	115
AAEL001068	3	0	0	0
AAEL001084	13	10	18	9
AAEL020715	0	1	0	0
AAEL001090	12	32	14	15
AAEL022728	0	2	0	0
AAEL001061	2366	3565	1652	2890
AAEL026530	1	3	0	1
AAEL001071	14	22	13	10
AAEL001074	65	66	18	51
AAEL001095	36	63	25	37
AAEL027099	28	32	29	32
AAEL001067	0	0	0	10
AAEL001063	0	0	0	1
AAEL023033	0	0	0	0
AAEL021768	0	0	0	0
AAEL001062	22	46	60	46
AAEL001054	9	9	4	6
AAEL001059	0	0	0	0
AAEL010591	180	274	108	189
AAEL010582	395	304	219	270
AAEL010577	101	121	67	79
AAEL010596	107	319	412	226
AAEL010590	136	121	156	133
AAEL010584	407	503	386	370
AAEL010592	128	121	95	80
AAEL010576	2522	3874	1070	3038
AAEL024517	2	5	0	7
AAEL026521	1	2	0	0
AAEL004645	5	11	0	7
AAEL022225	15	36	13	22
AAEL004624	50	74	23	54
AAEL004608	16	14	20	22
AAEL020745	18	12	11	5
AAEL027211	0	1	0	3
AAEL004620	557	700	445	658
AAEL004634	274	427	169	307
AAEL018912	0	0	0	0
AAEL016345	0	0	0	0
AAEL025755	55	39	73	108
AAEL022971	2	0	0	2
AAEL013287	156	280	292	307
AAEL013291	197	251	157	219
AAEL025976	166	271	85	173
AAEL023585	409	596	265	440
AAEL007586	458	754	333	425
AAEL025419	0	0	0	0
AAEL021783	0	3	0	0
AAEL024209	0	0	0	0
AAEL023547	221	292	250	284
AAEL024306	0	1	0	3
AAEL007595	171	218	191	245
AAEL011593	36	5	89	50
AAEL007597	244	457	335	256
AAEL020470	145	119	166	126
AAEL007593	115	142	94	145
AAEL028830	0	0	0	0
AAEL007587	39	23	42	27
AAEL018747	1	2	0	3
AAEL018746	1	2	3	0
AAEL018745	5	2	0	2
AAEL025097	4	1	4	5
AAEL020511	0	2	0	1
AAEL007584	193	374	96	379
AAEL007598	0	0	0	2
AAEL023250	0	0	0	0
AAEL023120	0	0	0	0
AAEL007592	320	323	219	247
AAEL026807	0	0	0	0
AAEL007591	1080	643	304	503
AAEL015137	0	2	0	0
AAEL015139	0	0	0	0
AAEL009956	0	0	0	0
AAEL026174	15	3	11	0
AAEL015136	3645	3081	4929	5164
AAEL015140	1	0	1	5
AAEL025109	78	69	39	62
AAEL020368	8	3	2	4
AAEL012347	130	175	83	132
AAEL021751	0	0	0	0
AAEL023866	0	0	0	1
AAEL017646	0	0	0	0
AAEL012341	149	335	225	255
AAEL017678	0	0	0	1
AAEL012350	0	0	2	0
AAEL022081	0	0	0	0
AAEL022520	71	148	212	207
AAEL023211	0	0	0	0
AAEL012343	4	12	4	7
AAEL012344	0	0	0	1
AAEL012340	5	4	1	4
AAEL012349	6	11	18	10
AAEL012342	0	2	0	0
AAEL014916	0	0	0	0
AAEL014915	497	568	357	552
AAEL028015	433	510	345	345
AAEL017811	11	5	5	7
AAEL024922	4	0	1	2
AAEL003742	736	1059	747	826
AAEL003758	374	365	248	409
AAEL025509	170	181	122	168
AAEL003757	0	0	0	2
AAEL022361	6	4	4	4
AAEL025958	0	0	0	0
AAEL019426	85	71	51	80
AAEL022288	0	0	0	0
AAEL002813	1591	1298	1899	1487
AAEL002800	151	244	87	160
AAEL002785	144	179	48	179
AAEL028652	0	0	2	0
AAEL024908	243	280	165	252
AAEL020622	12	5	22	20
AAEL002784	447	427	657	568
AAEL028025	166	182	69	195
AAEL002809	142	132	111	96
AAEL002792	0	1	0	0
AAEL002775	22	35	22	40
AAEL002808	269	379	223	326
AAEL024501	0	0	0	0
AAEL002786	0	3	0	0
AAEL002817	137	150	159	179
AAEL002810	301	486	104	328
AAEL020782	2	4	7	3
AAEL002804	3478	2837	2019	2236
AAEL002801	55	60	15	53
AAEL002790	21	38	21	26
AAEL002811	435	404	405	280
AAEL002814	5	5	2	5
AAEL019525	347	250	363	365
AAEL002803	0	1	0	2
AAEL002773	0	0	0	0
AAEL002796	587	415	215	407
AAEL002783	367	339	265	248
AAEL002791	101	106	92	112
AAEL023323	229	381	300	354
AAEL002812	62	46	45	52
AAEL002816	68	100	40	82
AAEL024236	91	154	49	77
AAEL026257	27	24	3	9
AAEL002805	221	233	178	171
AAEL022535	516	660	564	550
AAEL018794	0	5	2	1
AAEL018796	2	3	1	0
AAEL021398	0	0	0	0
AAEL011693	141	196	102	165
AAEL027635	1	0	0	1
AAEL011685	0	0	0	1
AAEL025547	131	208	94	202
AAEL011698	0	0	0	0
AAEL022721	0	0	0	0
AAEL011684	161	174	136	204
AAEL011697	106	96	97	150
AAEL025140	10	7	11	3
AAEL011690	0	0	0	0
AAEL024041	0	0	0	0
AAEL011691	0	0	0	0
AAEL004646	167	43	106	94
AAEL004616	616	364	450	488
AAEL004631	1183	1052	1363	1522
AAEL004623	176	263	102	221
AAEL020626	4	0	4	11
AAEL025079	2	0	1	0
AAEL004603	392	385	377	353
AAEL004625	88	100	54	96
AAEL026656	13	9	3	11
AAEL021803	0	3	0	0
AAEL023895	931	1333	927	826
AAEL026466	3167	1837	3669	2535
AAEL004613	1835	1322	1684	1587
AAEL028967	0	0	0	0
AAEL028794	0	1	0	0
AAEL025307	0	0	0	0
AAEL020732	1	0	1	2
AAEL004648	0	0	0	0
AAEL004605	0	0	0	0
AAEL004602	1	14	0	1
AAEL025891	0	0	0	0
AAEL024504	162	136	101	128
AAEL004630	39	74	12	28
AAEL022787	19	15	5	18
AAEL004643	231	232	275	258
AAEL021236	0	0	0	0
AAEL004633	225	277	137	201
AAEL027705	0	0	0	0
AAEL004607	561	494	382	396
AAEL025375	0	0	0	0
AAEL013286	47	55	69	91
AAEL017824	0	1	0	0
AAEL021151	0	1	2	0
AAEL028188	1477	1109	2996	2212
AAEL013296	1	0	1	1
AAEL013295	182	275	77	180
AAEL024400	0	0	0	0
AAEL013300	125	216	33	179
AAEL013288	137	209	45	236
AAEL020476	271	378	302	321
AAEL014717	1886	1712	1915	1990
AAEL021750	77	193	39	140
AAEL024146	0	0	0	10
AAEL009932	614	998	476	613
AAEL009927	447	491	451	402
AAEL014531	82	203	140	152
AAEL009926	101	105	114	146
AAEL025433	0	0	0	2
AAEL014361	778	913	1239	819
AAEL027199	1790	2643	1564	1698
AAEL021625	383	694	285	386
AAEL027565	0	0	0	0
AAEL019686	54	53	89	50
AAEL009922	55	80	96	119
AAEL009924	54	89	36	61
AAEL009919	79	115	62	107
AAEL020840	71	85	60	73
AAEL022811	1	4	0	1
AAEL025694	31	32	30	64
AAEL022117	1	2	4	0
AAEL028887	0	1	0	0
AAEL009742	515	509	502	484
AAEL014032	158	260	191	159
AAEL025500	0	0	0	0
AAEL020920	0	0	0	0
AAEL024702	2	0	2	0
AAEL022179	21	20	18	12
AAEL009949	19	23	11	44
AAEL020427	1	0	0	0
AAEL026823	0	0	1	0
AAEL025792	0	0	0	0
AAEL018774	17	13	18	13
AAEL009950	0	0	0	0
AAEL022319	0	0	0	0
AAEL014277	0	0	1	0
AAEL015111	0	1	0	1
AAEL005211	475	694	383	592
AAEL028050	0	0	0	0
AAEL005195	0	0	0	0
AAEL005207	2	2	1	0
AAEL020794	33	50	76	48
AAEL005171	89	142	271	158
AAEL005208	179	239	173	220
AAEL005202	78	119	108	132
AAEL005206	41	69	50	35
AAEL005186	0	9	15	7
AAEL005187	1432	1733	1577	1825
AAEL005177	97	74	58	53
AAEL005185	271	363	554	418
AAEL005213	6426	6842	7411	6342
AAEL005197	131	126	125	175
AAEL005175	261	468	156	386
AAEL005191	137	201	162	121
AAEL005190	680	815	1029	964
AAEL005180	152	118	120	115
AAEL018333	17	2	2	8
AAEL005201	185	244	210	187
AAEL005188	233	389	41	189
AAEL022497	1402	1298	857	1271
AAEL005203	131	129	78	115
AAEL025358	0	7	0	0
AAEL005183	0	1	0	2
AAEL021180	14	23	21	45
AAEL005174	511	661	500	483
AAEL005204	74	122	78	77
AAEL022684	0	0	0	0
AAEL027409	0	0	0	0
AAEL026248	0	0	0	0
AAEL002855	0	0	0	0
AAEL024223	0	0	0	0
AAEL005179	141	106	152	193
AAEL005200	114	283	186	151
AAEL020054	0	0	0	1
AAEL023662	2	5	1	2
AAEL005182	6	7	1	2
AAEL005199	285	233	276	311
AAEL027175	324	311	314	350
AAEL008683	251	367	220	267
AAEL008681	2	6	1	3
AAEL020663	2	1	4	2
AAEL008684	55	57	51	70
AAEL008678	104	218	46	131
AAEL008679	124	124	113	195
AAEL020915	211	370	97	284
AAEL018954	0	0	0	0
AAEL008676	147	175	109	170
AAEL008674	361	383	460	438
AAEL008680	157	251	234	267
AAEL021875	0	0	0	0
AAEL019300	0	0	0	0
AAEL019299	0	0	0	0
AAEL008675	3	4	1	8
AAEL020087	0	0	0	0
AAEL027677	0	0	0	0
AAEL023797	0	0	1	0
AAEL025898	1	0	0	1
AAEL026543	0	0	0	0
AAEL025374	0	0	0	0
AAEL009081	0	0	0	0
AAEL017916	0	0	0	0
AAEL009082	60	110	63	72
AAEL018169	21	26	10	26
AAEL028181	0	0	0	2
AAEL009075	48	78	37	63
AAEL009086	34	40	36	49
AAEL009088	600	714	465	674
AAEL009077	59	152	22	87
AAEL009080	4175	5034	4131	4257
AAEL009085	401	602	219	425
AAEL009078	917	697	742	768
AAEL009089	35	42	49	57
AAEL009084	208	290	259	349
AAEL009074	1679	2782	1239	1477
AAEL027276	0	0	0	0
AAEL020356	0	4	0	1
AAEL022700	0	0	0	0
AAEL021285	0	0	0	0
AAEL010678	4	5	4	2
AAEL010653	125	179	46	71
AAEL015566	1	0	0	1
AAEL015567	0	0	0	1
AAEL011499	0	0	0	0
AAEL011492	3	0	5	2
AAEL011494	0	0	0	0
AAEL022116	0	0	0	0
AAEL011486	0	0	0	0
AAEL011483	0	0	0	0
AAEL020595	0	0	0	0
AAEL023853	0	0	0	0
AAEL025018	0	0	0	0
AAEL027713	0	0	0	0
AAEL011497	0	0	0	0
AAEL011487	0	0	0	0
AAEL011491	0	0	0	0
AAEL020984	0	0	0	0
AAEL011481	0	0	0	1
AAEL025201	0	0	0	0
AAEL027317	0	1	1	1
AAEL019416	71	169	46	82
AAEL022719	0	0	0	0
AAEL018898	0	0	0	0
AAEL028784	0	0	0	0
AAEL016625	0	0	0	0
AAEL018895	0	0	0	0
AAEL016626	0	0	0	0
AAEL016627	0	0	0	0
AAEL016628	0	0	0	0
AAEL016629	0	0	0	0
AAEL023358	0	0	0	0
AAEL018897	0	0	0	0
AAEL016630	0	0	0	0
AAEL016631	0	0	0	0
AAEL008215	0	0	0	0
AAEL016632	0	0	0	0
AAEL016633	0	0	0	0
AAEL022325	0	1	0	0
AAEL018981	0	0	0	2
AAEL008219	60	69	65	64
AAEL028641	0	0	0	0
AAEL008205	0	0	0	0
AAEL018982	0	0	0	0
AAEL008195	221	197	413	291
AAEL008216	1243	1440	631	1022
AAEL008210	277	457	263	373
AAEL027949	566	788	410	616
AAEL008213	112	148	119	173
AAEL008211	71	100	74	80
AAEL008220	589	687	602	699
AAEL023116	1	0	0	1
AAEL026597	3	2	10	5
AAEL020863	0	0	0	1
AAEL017462	289	388	784	559
AAEL008208	0	0	0	0
AAEL008207	0	0	0	0
AAEL023597	0	0	0	0
AAEL008221	0	0	0	0
AAEL008218	0	1	0	0
AAEL008217	0	0	0	0
AAEL008206	0	0	0	0
AAEL008199	0	0	0	0
AAEL008202	0	1	0	1
AAEL024250	0	0	0	0
AAEL008212	0	1	0	0
AAEL008214	0	0	0	0
AAEL008201	0	0	0	0
AAEL023643	0	0	0	0
AAEL012558	0	0	0	0
AAEL012560	0	0	0	0
AAEL012557	0	0	0	0
AAEL012559	0	0	0	0
AAEL012564	2	0	0	0
AAEL012563	0	0	0	1
AAEL012565	0	0	0	0
AAEL015593	615	840	362	657
AAEL026138	1	4	0	0
AAEL022593	57	81	35	49
AAEL017029	1575	1325	2184	1880
AAEL005978	11	4	2	7
AAEL021457	1	7	1	14
AAEL026163	0	0	0	4
AAEL015668	0	0	0	0
AAEL005985	252	429	403	345
AAEL019436	19	9	15	27
AAEL019435	33	36	45	43
AAEL026846	359	606	198	411
AAEL022022	1	1	3	3
AAEL005972	29	53	16	27
AAEL005977	53	56	37	62
AAEL005976	254	269	197	238
AAEL005980	1	5	4	9
AAEL005979	95	130	140	159
AAEL026828	0	0	0	0
AAEL025067	0	0	0	0
AAEL021706	0	0	0	0
AAEL019044	2	2	0	0
AAEL019045	1	1	2	0
AAEL021656	0	0	0	0
AAEL001010	1	1	1	5
AAEL026320	0	0	0	0
AAEL018150	4	2	13	10
AAEL000984	143	279	45	155
AAEL021093	75	91	53	71
AAEL000993	539	608	520	646
AAEL025753	0	0	0	0
AAEL000999	524	785	163	585
AAEL000985	127	202	129	179
AAEL000987	27944	19992	24538	20388
AAEL000994	225	429	143	217
AAEL023152	0	0	0	0
AAEL025281	0	0	0	0
AAEL026774	0	0	0	0
AAEL022465	3	3	0	6
AAEL020289	0	0	0	0
AAEL007407	347	340	499	536
AAEL007410	263	309	289	361
AAEL021595	84	97	63	113
AAEL007409	133	167	101	158
AAEL022559	15	15	28	28
AAEL008911	24	31	18	22
AAEL008914	14	8	4	19
AAEL008906	106	148	78	137
AAEL021756	90	59	73	90
AAEL002724	3	6	3	8
AAEL028639	0	0	0	0
AAEL002726	64	150	148	92
AAEL027173	0	0	0	0
AAEL023060	402	606	331	475
AAEL021259	0	0	0	0
AAEL025714	0	0	0	0
AAEL002723	556	669	438	454
AAEL002728	428	411	348	422
AAEL002722	187	167	210	181
AAEL002719	250	287	143	253
AAEL002714	110	186	35	134
AAEL019529	1916	2532	2338	1993
AAEL024874	0	0	0	0
AAEL025192	0	0	0	0
AAEL002721	120	104	78	132
AAEL016259	0	0	0	0
AAEL002699	0	2	1	4
AAEL002720	1100	1489	1523	1665
AAEL002725	0	1	3	1
AAEL002704	9	11	13	9
AAEL021048	1	0	0	0
AAEL002731	357	521	541	418
AAEL002730	35	96	33	51
AAEL024006	0	1	0	0
AAEL025259	65	150	29	136
AAEL020341	285	479	184	271
AAEL019896	916	1297	1259	1135
AAEL019897	0	0	0	0
AAEL023825	81	134	51	107
AAEL021436	0	3	3	3
AAEL026964	0	0	0	0
AAEL014507	103	183	67	115
AAEL003452	100	52	44	50
AAEL003477	137	219	131	201
AAEL019871	58	72	38	71
AAEL003462	37	52	38	47
AAEL003467	1250	882	1202	1341
AAEL019870	195	186	278	213
AAEL003483	1263	1888	2568	1548
AAEL003457	572	348	645	929
AAEL003479	2	0	0	1
AAEL018302	2	0	0	5
AAEL024690	4	4	4	1
AAEL020240	0	1	3	1
AAEL003454	236	271	194	250
AAEL003466	627	780	431	750
AAEL003487	237	390	162	294
AAEL024700	544	712	389	476
AAEL024259	23	53	9	31
AAEL020104	38	78	21	48
AAEL014863	601	769	555	651
AAEL014864	61	99	33	79
AAEL011142	134	217	69	176
AAEL012731	2646	2513	1893	1955
AAEL024536	32149	26000	30381	30323
AAEL022381	0	0	1	0
AAEL021986	369	578	269	414
AAEL012047	67	81	46	72
AAEL012056	4	7	5	5
AAEL024411	219	425	98	275
AAEL025998	2	2	1	1
AAEL022904	0	0	0	0
AAEL012042	0	0	0	0
AAEL027485	0	0	0	0
AAEL012051	103	84	122	91
AAEL012052	2	13	3	9
AAEL021290	0	0	0	0
AAEL019592	97	127	64	114
AAEL024975	768	604	560	652
AAEL027018	0	0	0	0
AAEL020466	0	0	0	0
AAEL019593	3	6	4	1
AAEL023268	0	0	1	0
AAEL015236	382	500	575	512
AAEL025017	145	164	150	181
AAEL026704	0	0	0	0
AAEL014084	200	346	66	230
AAEL014086	1	1	0	0
AAEL019759	0	0	0	0
AAEL019760	0	0	0	0
AAEL019761	5	5	5	3
AAEL014089	0	1	1	2
AAEL023538	2	1	0	0
AAEL024757	1	1	0	3
AAEL007547	1592	1972	1691	1317
AAEL009295	97	134	123	129
AAEL024970	0	0	0	0
AAEL020646	15	17	25	17
AAEL021394	360	473	251	331
AAEL009291	2822	2413	2389	2392
AAEL009303	45	43	20	35
AAEL009288	138	143	107	120
AAEL009296	3	2	2	7
AAEL009284	65	85	46	87
AAEL015402	31	60	21	40
AAEL023463	17	24	18	17
AAEL025157	0	0	0	0
AAEL020424	0	3	1	1
AAEL025860	0	0	1	0
AAEL009285	475	621	456	533
AAEL028148	73	95	30	47
AAEL009294	385	628	372	511
AAEL021377	0	0	0	0
AAEL020125	0	1	0	0
AAEL009287	2390	2848	1959	2273
AAEL009298	155	143	173	151
AAEL009282	52	71	27	53
AAEL024768	6	8	4	0
AAEL009302	70	72	38	67
AAEL025049	151	280	122	228
