id	Inactivated1	Inactivated2	Normal1	Normal2
AAEL022978	1	0	0	0
AAEL019660	9	7	3	15
AAEL023018	0	0	0	0
AAEL017501	1	4	0	1
AAEL023295	0	0	0	0
AAEL019659	0	0	0	0
AAEL004007	44	106	83	57
AAEL004024	0	0	0	0
AAEL028191	0	0	0	0
AAEL022746	1	1	0	0
AAEL004030	1	2	0	1
AAEL004018	3	4	1	6
AAEL004020	3	2	0	0
AAEL004016	1	0	0	1
AAEL004006	1	1	0	4
AAEL021040	0	0	0	0
AAEL004032	8	2	3	4
AAEL004022	86	130	117	182
AAEL018308	3	3	2	3
AAEL022393	0	0	0	0
AAEL025649	0	0	0	0
AAEL026890	0	0	0	0
AAEL022660	0	1	0	0
AAEL004035	251	429	288	402
AAEL004039	216	344	123	294
AAEL004034	170	151	212	215
AAEL004017	861	1333	934	1212
AAEL004037	0	0	0	0
AAEL004010	1495	1861	1513	1829
AAEL004023	214	140	144	162
AAEL004041	171	163	215	193
AAEL004021	65	115	13	76
AAEL004028	8	23	0	6
AAEL004025	1702	1421	1659	2031
AAEL026344	0	0	0	1
AAEL027263	2	5	1	0
AAEL022918	3	5	1	8
AAEL004036	1	3	2	0
AAEL021222	11	9	1	4
AAEL004002	9	25	1	16
AAEL004003	0	0	1	0
AAEL027105	0	0	0	0
AAEL020127	22	16	38	32
AAEL004031	2	2	3	1
AAEL004013	0	0	0	0
AAEL004015	1	0	0	0
AAEL004009	9	3	7	13
AAEL022880	4	2	3	4
AAEL004040	436	665	354	602
AAEL004004	41	80	62	80
AAEL004026	172	290	85	183
AAEL019872	0	0	2	1
AAEL010950	0	0	0	0
AAEL023509	48	42	21	33
AAEL010942	26	37	12	29
AAEL010956	57	52	94	87
AAEL023208	0	0	0	0
AAEL010953	92	111	76	85
AAEL010951	44	60	86	61
AAEL022872	1	0	0	0
AAEL019741	7	32	51	18
AAEL026718	10	9	17	7
AAEL025754	0	0	0	0
AAEL020381	0	0	0	0
AAEL021671	0	0	0	0
AAEL010943	34	36	81	42
AAEL010944	42	80	41	81
AAEL020620	0	0	0	0
AAEL010954	385	447	456	465
AAEL010945	145	161	131	142
AAEL010949	246	313	348	378
AAEL010955	147	153	187	216
AAEL019995	141	150	99	175
AAEL026912	0	0	0	0
AAEL025222	0	0	0	0
AAEL026624	0	0	0	0
AAEL009171	629	602	490	533
AAEL009169	659	874	857	870
AAEL006789	130	163	60	122
AAEL006788	114	151	49	122
AAEL025564	0	0	0	0
AAEL006786	257	449	183	296
AAEL006791	54	72	40	74
AAEL020139	0	0	0	0
AAEL026024	0	0	0	0
AAEL006782	195	373	134	321
AAEL006816	2	5	2	9
AAEL024825	0	0	0	0
AAEL022312	0	0	0	0
AAEL023700	0	0	0	0
AAEL006809	28	24	22	44
AAEL006812	0	2	2	1
AAEL006799	155	194	134	193
AAEL006787	62	96	47	74
AAEL018124	176	387	95	222
AAEL019732	229	353	133	263
AAEL020952	2	4	0	9
AAEL019925	310	241	268	247
AAEL027701	0	0	0	0
AAEL019926	71	71	42	43
AAEL006797	1	3	1	3
AAEL027421	0	0	0	0
AAEL020109	0	0	0	2
AAEL012220	56	60	97	67
AAEL012218	151	194	189	183
AAEL020158	4	4	3	0
AAEL012219	134	214	110	152
AAEL013898	89	143	82	124
AAEL013896	221	359	133	298
AAEL020363	72	98	111	82
AAEL006993	24	51	24	50
AAEL007013	0	0	0	0
AAEL025811	1	1	1	4
AAEL020901	0	0	0	0
AAEL021104	0	0	0	0
AAEL007007	661	746	342	679
AAEL007022	529	639	515	599
AAEL021239	41	94	25	46
AAEL007002	3	11	5	6
AAEL007011	542	713	503	667
AAEL007009	89	103	129	135
AAEL006988	98	116	49	101
AAEL007019	3752	3347	3378	3208
AAEL007001	503	396	366	445
AAEL017986	2	2	4	5
AAEL007004	26	34	24	12
AAEL021861	112	100	113	147
AAEL007005	0	0	0	0
AAEL024395	9	9	5	29
AAEL007024	400	527	542	625
AAEL006989	51	87	55	170
AAEL006992	54	52	51	48
AAEL006984	71	62	88	64
AAEL007016	172	149	148	216
AAEL006995	536	392	362	526
AAEL007006	97	92	99	77
AAEL023146	0	0	0	0
AAEL008655	1	3	0	0
AAEL008652	1	2	7	7
AAEL008658	276	256	344	323
AAEL025580	0	0	0	0
AAEL008650	69	136	60	106
AAEL008662	251	321	154	173
AAEL008653	94	140	115	165
AAEL008651	56	66	82	38
AAEL008660	2	0	1	0
AAEL008656	648	576	453	514
AAEL018161	963	1035	804	810
AAEL023620	0	0	0	0
AAEL008654	8	2	5	4
AAEL022316	0	0	0	0
AAEL024079	0	0	0	0
AAEL026640	0	0	0	0
AAEL008663	51	69	49	68
AAEL019935	1060	3275	2116	2224
AAEL013394	151	212	168	231
AAEL021552	0	0	0	0
AAEL013389	230	356	144	214
AAEL013400	256	404	264	378
AAEL013399	36	52	13	42
AAEL026535	292	369	301	251
AAEL013396	319	397	301	357
AAEL026962	141	162	98	147
AAEL013397	51	124	39	98
AAEL013390	552	1000	156	653
AAEL013391	14	54	10	37
AAEL013392	58	97	63	76
AAEL023776	0	0	0	0
AAEL005908	119	187	139	123
AAEL025027	0	0	0	0
AAEL023897	0	0	0	0
AAEL005901	14520	11257	20406	13670
AAEL005914	243	249	584	303
AAEL005900	347	307	487	399
AAEL027449	0	0	1	1
AAEL020839	0	1	0	1
AAEL005910	241	291	315	239
AAEL005911	82	106	92	92
AAEL005896	35	59	33	49
AAEL005905	41	74	32	74
AAEL005902	270	350	183	283
AAEL005909	69	78	107	100
AAEL005904	289	421	203	349
AAEL005913	11	7	10	14
AAEL005906	1	1	1	1
AAEL026295	0	0	0	0
AAEL005903	294	187	269	260
AAEL022627	0	0	0	0
AAEL023721	1	2	2	5
AAEL019519	42	60	49	45
AAEL005897	213	216	197	195
AAEL005895	34	25	18	42
AAEL005907	0	0	0	0
AAEL020971	0	0	0	0
AAEL005898	28	59	26	40
AAEL027543	0	1	0	0
AAEL026147	102	78	140	115
AAEL024929	0	0	0	0
AAEL009177	54	66	30	64
AAEL009178	14	3	5	0
AAEL009176	0	0	0	0
AAEL009179	102	138	73	136
AAEL009174	50	68	37	86
AAEL009173	141	143	103	140
AAEL021957	1	3	0	4
AAEL002098	94	125	89	92
AAEL002125	757	1047	451	794
AAEL022072	3	0	4	2
AAEL002108	261	357	251	296
AAEL002113	77	71	76	65
AAEL002105	44	62	48	72
AAEL002116	36	87	14	42
AAEL002119	262	311	258	300
AAEL002128	1	1	1	1
AAEL026891	0	2	1	0
AAEL002124	231	238	253	303
AAEL002112	1	1	0	1
AAEL002126	2	8	1	2
AAEL002102	345	386	238	376
AAEL026684	0	0	1	0
AAEL019701	11	13	17	6
AAEL028152	0	0	0	0
AAEL002088	27	17	16	5
AAEL002131	0	0	0	0
AAEL019577	233	265	190	214
AAEL002132	0	1	2	0
AAEL002092	0	0	0	0
AAEL002099	0	3	0	0
AAEL026306	0	0	0	0
AAEL023763	0	0	0	0
AAEL002111	0	3	0	0
AAEL025555	1	2	3	0
AAEL002130	825	1455	1003	1037
AAEL002107	858	641	605	569
AAEL002129	146	143	109	117
AAEL023999	4	8	4	7
AAEL018782	0	4	0	8
AAEL026880	0	0	0	0
AAEL002094	0	0	1	1
AAEL024407	0	0	0	0
AAEL002089	127	170	133	178
AAEL002097	144	142	122	181
AAEL002104	65	139	38	87
AAEL002115	221	346	121	240
AAEL023764	0	0	0	3
AAEL023230	12	26	37	36
AAEL002118	651	770	639	658
AAEL002134	38	51	50	83
AAEL019476	188	331	87	203
AAEL002133	0	0	2	0
AAEL022704	26	14	16	29
AAEL022110	0	0	2	2
AAEL002091	306	437	208	460
AAEL002120	70	87	36	90
AAEL002106	45	69	24	53
AAEL002103	250	368	78	334
AAEL002109	3	3	7	3
AAEL002117	0	0	0	0
AAEL019878	0	0	0	4
AAEL024826	0	0	0	3
AAEL020235	0	0	0	0
AAEL024446	0	0	0	0
AAEL003569	157	231	135	209
AAEL003561	4	2	1	2
AAEL026135	0	0	0	0
AAEL003562	34	41	18	48
AAEL025014	0	0	0	0
AAEL025563	0	0	0	0
AAEL003573	409	785	413	538
AAEL003563	55	109	41	68
AAEL027131	1	0	0	4
AAEL021167	0	0	0	0
AAEL003570	0	3	0	1
AAEL003566	0	4	1	1
AAEL025764	0	0	0	0
AAEL027899	0	2	0	0
AAEL025885	0	0	0	0
AAEL003564	15	9	8	17
AAEL003568	116	314	293	226
AAEL003574	0	3	0	0
AAEL003129	33	33	22	31
AAEL018294	0	0	5	6
AAEL019366	0	2	1	0
AAEL023336	0	0	0	0
AAEL017319	48	56	77	100
AAEL003146	153	241	104	152
AAEL027149	0	0	0	0
AAEL003147	96	123	84	116
AAEL022104	10781	7708	8346	7926
AAEL028866	3	2	8	4
AAEL000439	41	74	22	38
AAEL000432	0	0	0	0
AAEL000433	97	148	60	105
AAEL021921	0	2	0	0
AAEL022420	0	0	0	0
AAEL022270	0	0	0	0
AAEL000444	2022	1928	1540	1652
AAEL000416	325	716	108	395
AAEL000451	454	455	338	350
AAEL000436	766	809	692	602
AAEL000410	311	301	233	249
AAEL025849	0	0	0	0
AAEL025200	0	0	0	0
AAEL024762	0	0	0	0
AAEL023499	0	0	0	0
AAEL021314	4	5	3	20
AAEL024530	0	0	0	7
AAEL000463	0	0	0	0
AAEL026117	0	0	0	0
AAEL000440	26	51	25	37
AAEL027195	0	0	0	0
AAEL000457	2	1	0	2
AAEL018313	135	228	71	182
AAEL000442	3958	7226	782	5305
AAEL000429	68	95	20	74
AAEL000411	45	106	29	97
AAEL000408	110	142	199	142
AAEL000469	494	883	361	530
AAEL000425	65	98	30	71
AAEL000431	335	246	285	326
AAEL024032	0	0	0	0
AAEL000412	183	251	227	237
AAEL000452	176	249	100	201
AAEL020685	0	0	0	0
AAEL000438	168	186	270	256
AAEL027295	0	0	0	0
AAEL025994	0	0	0	0
AAEL026764	1	7	0	1
AAEL021415	0	0	0	0
AAEL027129	0	0	0	0
AAEL000414	0	1	0	1
AAEL000465	45	69	55	79
AAEL000435	110	152	129	124
AAEL000424	1609	1527	1180	1336
AAEL000468	283	322	252	363
AAEL021740	0	0	0	0
AAEL000458	328	269	292	233
AAEL023967	111	103	133	93
AAEL024427	0	0	0	0
AAEL000417	3312	4204	3764	3623
AAEL000471	1767	1738	1323	1105
AAEL023972	7	2	0	5
AAEL000474	2	8	3	7
AAEL000427	458	397	294	439
AAEL027802	0	0	0	0
AAEL000445	98	87	91	133
AAEL026188	0	0	0	0
AAEL022678	0	0	1	0
AAEL026936	0	0	0	0
AAEL000460	59	88	60	101
AAEL000448	327	415	244	375
AAEL000422	308	402	269	389
AAEL000407	63	76	70	57
AAEL000450	324	545	455	472
AAEL000418	166	193	313	282
AAEL027573	0	0	0	2
AAEL024391	0	0	0	0
AAEL000421	123	203	54	162
AAEL000461	417	662	534	485
AAEL000454	896	914	670	810
AAEL026576	0	0	0	0
AAEL000462	0	0	0	0
AAEL025794	0	0	0	0
AAEL022854	0	0	0	0
AAEL027230	0	0	0	0
AAEL020546	0	0	0	2
AAEL026303	0	0	0	0
AAEL022648	0	0	0	0
AAEL018101	0	0	0	0
AAEL026792	0	0	0	0
AAEL000419	31	21	41	66
AAEL000464	63	42	72	79
AAEL000455	2	1	4	0
AAEL000441	4	2	0	0
AAEL000428	1264	1116	1011	867
AAEL000420	64	88	123	91
AAEL022082	4	0	2	2
AAEL000415	315	535	169	411
AAEL000434	176	222	183	183
AAEL018314	350	669	342	395
AAEL022034	0	0	0	0
AAEL028125	0	0	0	0
AAEL025475	0	0	0	0
AAEL000467	179	248	207	232
AAEL014016	124	158	95	116
AAEL019512	260	526	136	359
AAEL024900	3	9	2	5
AAEL021427	7	8	2	5
AAEL014014	218	329	436	483
AAEL018251	36	38	21	35
AAEL022487	0	0	0	0
AAEL026850	0	0	0	0
AAEL012998	13	12	10	10
AAEL022537	0	0	0	0
AAEL008716	265	395	191	290
AAEL024366	0	1	0	0
AAEL008721	90	110	29	50
AAEL008719	163	254	357	248
AAEL008718	102	142	72	105
AAEL023032	0	0	0	0
AAEL028086	0	0	0	0
AAEL008722	0	0	0	2
AAEL019623	375	706	770	766
AAEL010977	12929	11208	15148	14082
AAEL010978	477	723	247	493
AAEL021018	0	0	0	0
AAEL021535	0	0	0	0
AAEL007164	13	16	12	10
AAEL019404	117	147	82	130
AAEL018132	111	152	95	141
AAEL023843	0	0	2	0
AAEL007158	558	734	762	774
AAEL024091	0	0	0	0
AAEL025483	0	0	0	0
AAEL021947	0	0	0	0
AAEL007167	47	53	24	47
AAEL007162	705	765	982	788
AAEL007153	229	273	129	210
AAEL007150	223	328	223	244
AAEL007151	584	900	421	708
AAEL023197	2	3	1	2
AAEL026911	0	1	0	0
AAEL027823	0	0	0	0
AAEL022890	0	0	0	0
AAEL018133	249	365	166	256
AAEL022130	1	0	0	0
AAEL007171	244	484	75	335
AAEL021622	0	1	0	0
AAEL022331	0	1	0	2
AAEL007149	11	23	3	12
AAEL024752	2	1	1	1
AAEL007160	1385	1909	1287	1615
AAEL007156	39	75	40	53
AAEL024575	0	0	0	0
AAEL027734	0	0	0	0
AAEL007169	0	0	0	2
AAEL027931	0	0	0	0
AAEL021499	0	0	0	1
AAEL019459	188	234	214	236
AAEL005718	16	41	9	30
AAEL005713	71	83	49	111
AAEL024131	0	0	0	0
AAEL005725	90	103	70	122
AAEL005721	231	364	89	257
AAEL025664	169	344	57	251
AAEL021523	0	0	2	0
AAEL011597	30	48	35	41
AAEL023554	0	0	0	0
AAEL011594	346	405	314	421
AAEL026614	1	1	0	0
AAEL011602	32	43	24	56
AAEL011598	5	1	2	3
AAEL011599	9	11	3	10
AAEL021695	0	0	0	1
AAEL011603	152	235	109	173
AAEL018219	1407	1575	1284	1724
AAEL009024	32	18	35	43
AAEL009023	135	207	92	185
AAEL017282	68	90	143	137
AAEL009039	142	217	110	170
AAEL009029	631	1029	631	898
AAEL009032	56	44	57	59
AAEL027313	0	0	1	0
AAEL026707	2	1	3	0
AAEL011161	354	530	162	300
AAEL011159	111	113	92	73
AAEL020372	0	1	0	0
AAEL011150	190	191	147	200
AAEL011157	241	243	247	295
AAEL019610	247	453	153	306
AAEL011162	119	144	95	133
AAEL011155	477	405	350	378
AAEL011158	217	463	412	350
AAEL011156	143	124	312	134
AAEL022264	1	0	0	0
AAEL025893	0	0	0	0
AAEL011163	57	74	40	89
AAEL021593	0	0	0	0
AAEL024420	4	13	3	7
AAEL011147	214	258	137	210
AAEL023170	0	1	0	1
AAEL011160	15	5	5	2
AAEL011787	7	13	9	4
AAEL011786	0	0	1	2
AAEL013613	848	720	875	874
AAEL013616	150	292	113	177
AAEL013620	362	408	498	506
AAEL020672	0	0	0	0
AAEL013612	34	11	28	22
AAEL024203	0	4	0	2
AAEL013617	20	59	10	26
AAEL013615	34	76	44	73
AAEL022819	2276	3200	2053	2530
AAEL024845	0	2	0	0
AAEL013621	27	53	40	66
AAEL023199	0	0	0	0
AAEL027943	0	0	0	0
AAEL019622	15	42	9	23
AAEL006929	334	498	282	439
AAEL024831	0	0	0	0
AAEL007286	855	927	1070	936
AAEL021462	7	10	14	11
AAEL007293	695	685	793	819
AAEL007288	479	724	400	586
AAEL024289	0	2	1	0
AAEL022102	0	0	0	0
AAEL024944	0	0	0	0
AAEL007298	1041	1211	1066	1108
AAEL007292	162	256	213	230
AAEL007307	162	251	144	241
AAEL023605	1	5	1	2
AAEL007299	7	6	8	8
AAEL007296	37	50	35	50
AAEL024287	0	0	0	0
AAEL007282	244	343	227	265
AAEL007303	45	40	47	52
AAEL007301	121	139	108	168
AAEL007305	3	4	1	2
AAEL007281	3	4	5	3
AAEL007284	155	274	120	186
AAEL007304	148	226	174	175
AAEL024270	1	0	0	0
AAEL007283	247	241	236	313
AAEL007310	93	122	45	108
AAEL024073	0	1	0	0
AAEL007290	484	660	344	627
AAEL024471	6	1	1	2
AAEL021710	0	1	0	2
AAEL020894	0	0	0	0
AAEL020861	5	1	3	28
AAEL025594	525	689	466	699
AAEL007280	112	194	55	139
AAEL007289	312	519	447	427
AAEL020041	0	0	0	0
AAEL028156	0	0	0	0
AAEL027422	0	0	0	0
AAEL007306	1016	1049	977	1057
AAEL025050	0	0	0	0
AAEL007295	84	155	40	116
AAEL007285	2	9	8	4
AAEL007309	119	177	91	104
AAEL007302	10	22	14	29
AAEL026144	5	2	0	0
AAEL021051	0	0	0	0
AAEL014226	196	109	227	209
AAEL027423	0	0	0	0
AAEL014227	8	14	14	26
AAEL014846	336	238	419	323
AAEL020518	0	0	0	7
AAEL014847	971	989	1024	1148
AAEL014848	0	0	0	0
AAEL027124	0	0	0	0
AAEL027706	102	152	169	166
AAEL025725	1	0	0	1
AAEL008588	137	156	193	196
AAEL008587	2	4	4	11
AAEL024323	0	0	0	0
AAEL008575	167	275	84	247
AAEL020575	6	3	4	8
AAEL021674	0	0	0	0
AAEL008585	77	125	69	96
AAEL025766	0	0	0	2
AAEL019486	191	290	106	195
AAEL025381	0	0	0	0
AAEL024093	0	0	0	1
AAEL021107	3	6	1	3
AAEL020184	0	0	2	1
AAEL026626	0	0	0	2
AAEL020858	0	0	0	0
AAEL019880	219	405	149	285
AAEL020143	0	0	0	0
AAEL025300	0	0	0	0
AAEL026476	2	1	0	0
AAEL026129	0	1	2	3
AAEL019851	188	226	273	292
AAEL024206	0	0	0	0
AAEL027139	1	49	3	0
AAEL020576	0	0	0	0
AAEL021187	0	0	0	0
AAEL026078	0	0	0	0
AAEL028206	6	18	3	6
AAEL009275	1137	1401	1939	1704
AAEL023609	0	0	1	0
AAEL025854	11	4	3	5
AAEL026339	2	5	20	8
AAEL027703	0	0	0	0
AAEL009280	3	0	0	0
AAEL025879	2	0	0	0
AAEL025997	0	0	0	0
AAEL025403	0	0	0	0
AAEL027256	8	9	12	15
AAEL021119	1	5	16	2
AAEL021588	0	0	0	0
AAEL027990	0	2	0	0
AAEL009271	37	68	23	48
AAEL019457	3	8	8	5
AAEL019456	3	2	2	1
AAEL009273	617	928	863	926
AAEL009276	11	23	23	27
AAEL009272	132	188	191	168
AAEL009274	206	311	206	312
AAEL021844	0	0	0	0
AAEL009278	313	262	557	342
AAEL017184	92	122	41	72
AAEL006644	10	23	27	17
AAEL006656	114	143	101	139
AAEL006652	64	68	110	79
AAEL006648	75	92	110	106
AAEL006650	21	22	21	15
AAEL019739	242	449	175	282
AAEL021967	0	0	0	0
AAEL012352	6	6	13	3
AAEL012355	173	271	82	189
AAEL024428	0	0	0	0
AAEL012351	863	948	665	966
AAEL022591	0	0	0	0
AAEL025450	0	0	0	0
AAEL025606	115	224	33	151
AAEL020764	0	0	2	0
AAEL019509	22	42	20	51
AAEL011399	76	135	38	115
AAEL011395	2030	2339	1800	2204
AAEL011391	335	322	269	303
AAEL027478	29	20	25	21
AAEL023040	27	27	20	21
AAEL013862	146	189	134	182
AAEL021374	0	0	0	0
AAEL013863	327	537	181	334
AAEL027471	0	0	0	0
AAEL027470	5	5	5	12
AAEL027601	0	1	1	2
AAEL014445	0	1	0	0
AAEL026585	0	0	0	3
AAEL014443	0	2	0	1
AAEL009821	0	2	1	1
AAEL009817	62	80	62	69
AAEL020872	1	10	1	8
AAEL022936	15	24	35	42
AAEL019518	872	1293	598	925
AAEL009814	94	138	53	112
AAEL026120	0	0	0	0
AAEL009811	77	134	41	103
AAEL009808	1116	892	621	870
AAEL009815	181	272	116	297
AAEL009822	3	11	2	9
AAEL018186	179	216	138	168
AAEL009823	191	247	159	223
AAEL023080	0	0	0	0
AAEL009810	467	356	634	622
AAEL009813	15	3	4	16
AAEL009818	10	10	14	14
AAEL024434	14455	12729	16005	15200
AAEL011827	392	583	338	544
AAEL011825	103	248	27	103
AAEL011826	142	198	137	186
AAEL026322	0	0	0	0
AAEL023809	0	0	0	0
AAEL025477	7	6	12	2
AAEL021576	0	1	3	0
AAEL005720	10	14	2	22
AAEL005712	661	1275	395	825
AAEL014943	1693	1920	1370	1834
AAEL014944	3115	2282	2911	2381
AAEL004435	478	393	482	393
AAEL028137	0	0	0	0
AAEL004426	176	160	203	214
AAEL004434	3844	3797	2578	2835
AAEL004441	571	809	432	605
AAEL021228	0	0	0	0
AAEL004437	141	165	113	167
AAEL027514	43	43	37	53
AAEL004431	214	398	175	312
AAEL004438	1313	1628	1602	1731
AAEL004419	1013	1194	800	1136
AAEL004433	143	169	145	149
AAEL004445	836	917	725	1102
AAEL004442	1	0	0	0
AAEL019502	0	2	0	1
AAEL004425	248	312	487	295
AAEL004416	16	3	10	24
AAEL004440	139	142	158	163
AAEL024801	0	0	0	0
AAEL020039	0	0	0	0
AAEL025639	0	0	0	0
AAEL023111	0	0	0	0
AAEL012952	0	1	0	1
AAEL021910	0	0	1	0
AAEL019540	1	0	0	3
AAEL012949	6	11	3	7
AAEL023450	0	0	0	0
AAEL023747	0	2	0	0
AAEL012945	450	677	404	536
AAEL012947	0	2	2	1
AAEL012944	19951	16366	18907	17642
AAEL026340	0	0	0	0
AAEL012943	504	634	522	547
AAEL025455	323	513	317	340
AAEL020433	0	0	0	0
AAEL004444	145	174	110	157
AAEL004422	57	128	42	107
AAEL023544	0	0	0	0
AAEL004417	250	277	231	239
AAEL004430	148	134	123	120
AAEL020275	0	0	0	0
AAEL025759	0	1	1	0
AAEL022596	0	0	0	0
AAEL004427	307	353	437	337
AAEL004436	301	516	219	463
AAEL004448	187	376	210	269
AAEL004446	1	5	0	2
AAEL004420	32	78	18	71
AAEL004439	77	105	38	73
AAEL020921	0	0	0	0
AAEL004423	1911	1540	1355	1561
AAEL012942	186	281	187	318
AAEL012950	1200	965	1055	1062
AAEL023012	3	1	3	2
AAEL007794	0	0	0	4
AAEL019004	0	0	0	0
AAEL028096	0	0	0	3
AAEL022150	2	0	0	2
AAEL013032	266	580	380	344
AAEL024351	0	0	0	0
AAEL025025	0	0	0	0
AAEL010074	0	2	2	4
AAEL010073	840	871	746	820
AAEL010077	172	217	137	239
AAEL010071	11	28	17	24
AAEL010075	0	0	0	0
AAEL024373	0	0	0	0
AAEL026935	0	0	0	0
AAEL010070	33	36	32	29
AAEL010067	23	14	21	13
AAEL009680	143	214	507	337
AAEL009685	12	15	20	23
AAEL009683	1	13	1	7
AAEL009691	1856	1466	1473	1403
AAEL009689	1	0	0	0
AAEL009686	106	143	70	124
AAEL009682	3	0	0	8
AAEL009681	88	101	95	84
AAEL021936	0	0	0	0
AAEL024621	0	0	0	0
AAEL009690	4	8	12	10
AAEL009684	678	1075	775	820
AAEL022514	2	5	1	4
AAEL009679	120	148	178	215
AAEL026711	2	1	1	0
AAEL023400	0	0	0	1
AAEL019595	164	226	103	173
AAEL022500	6	11	8	8
AAEL023881	0	0	0	0
AAEL018945	0	0	0	0
AAEL023021	0	0	0	0
AAEL009547	153	189	152	191
AAEL009545	1	1	0	1
AAEL009544	15	20	16	31
AAEL025080	0	1	0	2
AAEL020188	21	19	42	50
AAEL020155	14	12	20	14
AAEL019673	9	4	4	14
AAEL004478	1	0	1	0
AAEL020111	0	0	0	0
AAEL004465	79	124	184	126
AAEL004460	632	562	753	656
AAEL024755	0	0	0	0
AAEL004467	418	691	394	634
AAEL023428	10	0	0	2
AAEL000175	3510	3493	2824	3192
AAEL023339	0	0	0	0
AAEL026499	0	0	0	0
AAEL000176	11	10	7	7
AAEL000162	14	9	12	16
AAEL000195	2	3	4	3
AAEL000170	38	75	16	34
AAEL000201	63	106	39	78
AAEL020436	0	0	0	0
AAEL023783	0	0	0	0
AAEL027246	0	0	0	0
AAEL000173	193	242	282	398
AAEL000179	331	494	475	479
AAEL000211	125	102	218	184
AAEL000193	284	475	153	320
AAEL000208	527	399	575	464
AAEL000199	1228	1332	915	1100
AAEL000180	164	173	159	186
AAEL000182	472	383	740	502
AAEL000215	53	94	75	74
AAEL027680	0	0	0	0
AAEL000206	130	112	151	86
AAEL021082	10	20	5	10
AAEL026143	0	0	0	0
AAEL023608	0	0	0	0
AAEL000187	23	39	7	22
AAEL025804	0	1	0	0
AAEL000174	37	69	12	42
AAEL000194	294	394	270	365
AAEL020695	463	721	335	674
AAEL021262	4	2	4	1
AAEL000203	0	0	0	0
AAEL018036	13	17	7	13
AAEL019858	0	0	0	0
AAEL000165	207	238	260	285
AAEL000200	1195	1758	2680	1707
AAEL000172	863	1272	517	896
AAEL027374	0	0	0	0
AAEL019941	1	0	0	1
AAEL019940	283	411	214	275
AAEL021571	0	0	0	0
AAEL000178	175	245	195	212
AAEL026697	1	1	0	1
AAEL023429	0	0	0	0
AAEL023909	0	2	0	0
AAEL000184	48	51	54	36
AAEL018225	337	444	238	383
AAEL000191	443	485	372	392
AAEL000196	63	81	42	60
AAEL000185	5442	6233	4859	5066
AAEL000204	243	328	207	268
AAEL000210	236	252	176	259
AAEL000186	253	225	458	311
AAEL026817	226	364	174	256
AAEL028099	0	0	0	0
AAEL023123	0	1	0	1
AAEL006474	778	854	495	660
AAEL006464	115	72	74	84
AAEL006454	6	1	1	2
AAEL006472	601	947	584	664
AAEL006469	377	509	320	456
AAEL006457	61	58	50	76
AAEL006462	149	181	101	200
AAEL006460	103	176	50	108
AAEL006473	389	487	319	403
AAEL006463	47	96	53	73
AAEL006458	700	623	705	626
AAEL021369	0	0	0	0
AAEL006453	53	88	23	56
AAEL006459	94	110	63	102
AAEL006467	88	53	79	102
AAEL006471	0	0	0	0
AAEL023398	0	0	1	1
AAEL019710	15	5	15	10
AAEL017294	0	0	0	0
AAEL006465	0	0	0	0
AAEL022086	0	0	0	0
AAEL022245	0	0	0	0
AAEL017557	0	1	0	0
AAEL027759	0	0	0	0
AAEL026635	0	0	0	0
AAEL025135	0	0	0	0
AAEL022984	4	0	0	0
AAEL017398	0	0	0	0
AAEL019832	13	10	1	13
AAEL023520	0	0	0	0
AAEL027757	8	14	28	18
AAEL004951	65	14	49	45
AAEL025911	432	701	302	438
AAEL026655	0	0	0	0
AAEL023019	191	288	106	246
AAEL021854	0	0	0	1
AAEL005849	10985	6623	8576	7642
AAEL018354	550	772	301	547
AAEL025592	0	0	0	0
AAEL005856	1001	785	537	666
AAEL005845	1619	2437	1937	2003
AAEL024843	0	0	0	0
AAEL021345	9	2	3	6
AAEL005861	676	2281	1028	1315
AAEL005850	14	25	8	24
AAEL021553	0	1	8	0
AAEL020288	0	0	0	0
AAEL020388	3	2	0	1
AAEL005842	2	0	0	0
AAEL019982	159	253	111	179
AAEL026631	0	0	0	0
AAEL019981	11	12	14	15
AAEL005854	33	9	25	16
AAEL022122	0	0	0	0
AAEL005855	2	3	0	5
AAEL024941	1	0	0	1
AAEL005843	753	1255	630	852
AAEL005846	180	223	132	214
AAEL005868	260	255	430	404
AAEL005851	87	171	87	138
AAEL005858	40	68	25	40
AAEL028062	0	0	0	0
AAEL022472	0	0	0	2
AAEL021191	2	0	4	0
AAEL005857	92	121	108	126
AAEL005863	316	255	147	283
AAEL005848	116	171	77	169
AAEL005870	261	358	137	272
AAEL019688	0	4	1	9
AAEL003473	1	6	1	2
AAEL024112	28	27	12	28
AAEL020270	0	0	0	0
AAEL003470	1	0	0	0
AAEL019450	70	105	76	81
AAEL003469	780	1171	1428	1146
AAEL003478	22	31	33	34
AAEL003464	11	8	3	10
AAEL003481	266	219	277	249
AAEL003476	61	73	65	61
AAEL026652	434	1008	884	855
AAEL023593	0	0	0	0
AAEL027795	0	0	0	0
AAEL023427	0	0	0	0
AAEL023611	129	269	131	147
AAEL028691	0	0	0	0
AAEL003456	51	79	27	81
AAEL003484	17	38	18	32
AAEL003471	40	79	23	76
AAEL003451	31	53	14	63
AAEL003474	26	41	21	22
AAEL026567	0	1	0	0
AAEL008583	101	154	61	116
AAEL008577	107	162	140	120
AAEL008578	369	595	129	440
AAEL026522	183	350	218	370
AAEL008576	50	66	30	72
