logFC	logCPM	PValue	FDR
AAEL022013	1.53724720572232	0.296216974784691	0.0106756162094929	1
AAEL005961	1.1412981570323	2.12985060359938	0.0107036745004082	1
AAEL022079	-1.47674084000483	0.752004490053583	0.0108767812782086	1
AAEL017545	0.174247949587344	8.58784796463635	0.0109387293685415	1
AAEL021431	2.4393066622757	-0.640282409205965	0.0109508012417895	1
AAEL003497	0.188005333831361	8.99201898452241	0.0109627874493078	1
AAEL022493	0.889872139705367	1.5516909078178	0.0110021887343758	1
AAEL013046	-0.362811039088091	4.37330903890602	0.0111457351799316	1
AAEL013265	0.317563975558614	4.63088407402144	0.0112586685669671	1
AAEL021326	4.46827937770155	-0.977513875883836	0.0112979349994753	1
AAEL001548	-0.881342655645383	1.44333292150827	0.0113992088124096	1
AAEL020192	-0.559356769049171	2.86482554580754	0.0114245819771275	1
AAEL021710	0.619798328950023	2.54864811640211	0.0115406890743263	1
AAEL019833	0.230932737024945	7.46727412274911	0.0117466821525322	1
AAEL002351	-0.266128643350276	5.27632464690167	0.0117613005351538	1
AAEL007171	-1.14091629037262	0.962237190832508	0.0117942420016527	1
AAEL027886	1.45769182350834	0.237243268869125	0.0117972713423101	1
AAEL021825	-1.84148712846167	-0.0995447875630139	0.0119709289109789	1
AAEL010730	0.382483396488298	3.9924568483192	0.0119824621905247	1
AAEL025383	-1.3919873275525	0.579887644574253	0.0121648515014261	1
AAEL017931	-1.01454847003483	2.83654590254601	0.0123779256900779	1
AAEL008467	-1.41999365349415	0.471309010166633	0.0124721652856772	1
AAEL022022	0.801831627853113	1.67216378342156	0.0125495130436016	1
AAEL027339	0.743878201705882	1.87715426531901	0.0125661766816956	1
AAEL011781	-0.26570789484131	5.41010237925427	0.0126583386254837	1
AAEL027695	2.11170022771153	-0.315923895845051	0.0126884718920035	1
AAEL000804	0.374380248827219	3.95127949952688	0.0128561611415087	1
AAEL008373	0.257674705419685	5.44603779125052	0.0130905156897233	1
AAEL021868	-0.415492120449767	4.01920874444671	0.0131785775182548	1
AAEL026530	0.954988977142881	1.13775196685626	0.0131800644072738	1
AAEL007687	0.279792222669752	5.34831556147731	0.0135268810183884	1
AAEL024026	-2.76336263446184	-0.641826677582526	0.0136354900515322	1
AAEL027809	-0.340767877991846	4.20430522158328	0.0140779643645734	1
AAEL011667	-0.370319431151625	4.02515907199069	0.0142700962669753	1
AAEL022892	-2.76139445425873	-0.642030114025338	0.0143396470169087	1
AAEL024781	-1.61130939299413	0.553679726222536	0.0144783587018211	1
AAEL022980	0.423567381224349	3.48770283068064	0.0145163553923524	1
AAEL008634	0.209500175435491	6.48333937643851	0.0145568807880655	1
AAEL003326	0.243048808248651	5.89006836293703	0.0145774756105654	1
AAEL006690	-1.03216163798578	1.34066852736921	0.0146269505328068	1
AAEL007293	0.185282389096615	8.2355514831372	0.014689058761038	1
AAEL010577	-0.300652405575542	5.60180864926521	0.0147571044215134	1
AAEL019609	0.673184424282605	2.05130703696706	0.0149236338854811	1
AAEL013796	0.408969186951344	3.68536185354992	0.0150476131183118	1
AAEL010896	0.282146678022026	5.12494564054378	0.0153498670470071	1
AAEL014990	-1.97144558086606	-0.273823283199674	0.0156397413571152	1
AAEL024824	-0.953361912038608	0.979047070698246	0.0157710756505996	1
AAEL009553	-2.29670781843361	-0.420384071443803	0.0157931963922693	1
AAEL021351	3.09626714060697	-0.763910124780769	0.0163377500832287	1
AAEL006909	-2.29312883437255	-0.419360642111148	0.0166273429700893	1
AAEL005528	0.24686133901305	5.75317543069395	0.0167312968567909	1
AAEL024925	-0.663757363188449	2.04593537341189	0.0167510580525197	1
AAEL013522	0.234758248647576	5.7105893560026	0.0167522707067441	1
AAEL010074	-2.29994420498314	-0.419552403284447	0.0174120980291792	1
AAEL003160	0.220424172040165	9.53289521379678	0.0175196413136331	1
AAEL005840	-4.32936433459457	-0.904839288396458	0.0175318044853858	1
AAEL023217	0.272010131797423	5.19516802497396	0.0176926571369541	1
AAEL022844	-1.96033788993718	-0.273066000723807	0.0177084668835812	1
AAEL006937	-0.440915911471738	3.40695352809951	0.0179351587710415	1
AAEL014543	4.26627353671895	-1.05498861308399	0.0183359354453643	1
AAEL006155	-0.738541724555715	1.72451757938897	0.0185616521200061	1
AAEL024524	0.746714277042764	2.15762740028103	0.0186228428795001	1
AAEL006619	0.190003967852888	7.76473607199193	0.0188587233402668	1
AAEL012567	4.26635371183174	-1.05504761737846	0.0190547927445773	1
AAEL006479	4.26636445658407	-1.05504761737846	0.0190591130622063	1
AAEL019639	4.26636497392592	-1.05504761737846	0.0190593211290902	1
AAEL004995	0.447552634747405	3.23404093105869	0.0190903502878668	1
AAEL002790	0.625840425855652	2.40255010819814	0.0192630271037531	1
AAEL012151	0.250420618322408	5.50849179867539	0.0194005176973765	1
AAEL012047	0.395257409944981	3.42159778367038	0.019526097496418	1
AAEL005985	0.209934718352516	8.23082968706025	0.0195273096393462	1
AAEL001557	-0.263931720266555	5.06302219488226	0.0195690382143988	1
AAEL020573	2.96033313605081	-0.830675462154846	0.0195810737721553	1
AAEL011158	-0.624619858928141	2.53421650388379	0.0197269669221802	1
AAEL001789	-1.66237679138236	0.198041434179479	0.0197679759275458	1
AAEL013626	0.398557744475586	3.64128534346327	0.0198279045549995	1
AAEL010884	3.20258147828418	-0.763404365311842	0.0198593422749777	1
AAEL009635	0.446577814119931	3.45070047194009	0.0199183927256969	1
AAEL000111	-0.82526405677053	1.45748186056622	0.0200824047087612	1
AAEL027201	1.44872712988512	0.021591609385781	0.0201311093390849	1
AAEL009958	-0.224920693335615	5.79528886194361	0.0201497763158851	1
AAEL002765	1.0048354974475	0.884231335021262	0.0201711918577873	1
AAEL017160	1.68513820333155	-0.137210697568407	0.0202458534901726	1
AAEL006122	-4.3227975807459	-0.905127261060928	0.0202831552396566	1
AAEL027037	-4.32278572535821	-0.905127261060928	0.0202930988589471	1
AAEL011105	0.203188568258936	6.72938343424292	0.0204869407384075	1
AAEL014391	-4.32509913610055	-0.905006530486388	0.0204918727780509	1
AAEL009150	-0.41057375410077	3.49018973294569	0.0205033071875523	1
AAEL003954	-0.492638286853434	2.89508750070124	0.0206186599298325	1
AAEL023156	0.488080809242532	2.85085333994115	0.0206488596195691	1
AAEL003257	4.44580017877888	-1.05324589245644	0.0206834021875548	1
AAEL014846	0.226083479052868	7.37178069190172	0.0209118199203772	1
AAEL000459	1.02456560808785	1.11183514244406	0.020954487914637	1
AAEL005510	-0.587724246255099	2.65515700804356	0.0212034883135795	1
AAEL001129	0.211312897692048	7.29579360892228	0.0214383671214376	1
AAEL026517	0.344621582520233	4.20692847708146	0.0214570720271366	1
AAEL006989	-1.31940886056393	0.416220272560893	0.0214639846368354	1
AAEL009733	0.176277510549954	7.64971563993343	0.0214721060705644	1
AAEL024326	0.523255137718204	2.71520206952737	0.0214819473519611	1
AAEL021173	0.217516939125891	6.2323277815867	0.0216056825993257	1
AAEL009611	-0.282113485669827	4.64217049817007	0.0216713152914088	1
AAEL008833	0.245389867799096	5.45956896430102	0.021746252362044	1
AAEL023483	0.929393816437174	1.09811569584738	0.0218150008084099	1
AAEL024113	0.652417580251154	1.99570387468777	0.0220624343585567	1
AAEL027545	-0.443914670437502	3.20856429172997	0.0222993949228474	1
AAEL021578	0.202399047609927	8.1358977549073	0.0224416091658132	1
AAEL002731	0.584441489852102	2.08357787761528	0.0224621794860867	1
AAEL021501	-0.227785700913722	5.9224879187629	0.0225018047331232	1
AAEL024164	-0.382748154030696	3.97957975230415	0.022893782828069	1
AAEL010435	1.05438579942615	0.610973800085578	0.0231102037095395	1
AAEL006207	-0.323720358053183	4.65599559035357	0.023285727961883	1
AAEL027449	-2.04409300908345	-0.226924062467913	0.0233435895917662	1
AAEL007444	0.16592796193037	8.13417774752983	0.0233805320385155	1
AAEL027227	-0.28412108172933	5.25800219664425	0.0235360506336505	1
AAEL012583	0.255658595013098	4.96003811170946	0.0235637658247543	1
AAEL000857	0.323324464717463	4.13734472928024	0.0237396987555696	1
AAEL009324	-0.223131365440445	5.79611766218459	0.0237730813546995	1
AAEL013086	0.230383157690038	5.75562138016368	0.0237951542596338	1
AAEL018774	0.751692501741077	1.53015762608521	0.0238060892577614	1
AAEL005788	1.74980094062426	-0.270233382533591	0.0239576519118439	1
AAEL005799	0.21954895131622	5.7038568548855	0.0240614158932564	1
AAEL018133	0.237404393199798	5.70742612861966	0.0241107718251145	1
AAEL020793	0.357339152258267	4.58700556918335	0.0246207792807849	1
AAEL027028	0.373182133106308	3.9747841689647	0.0246388159979855	1
AAEL026480	1.65970550904099	-0.316085153443241	0.0250539353627567	1
AAEL008593	0.375593103688492	4.14960541017572	0.0251253155519665	1
AAEL001734	1.92326000428531	-0.368219764455203	0.0251899967048723	1
AAEL009676	-0.270144043595442	5.26816596430105	0.0254173091997167	1
AAEL005200	-1.87759891705034	-0.320062750443161	0.0254353501312912	1
AAEL001455	0.467801004505759	2.86536097095465	0.0257277856225275	1
AAEL008073	0.14929883120243	9.65115977127858	0.0257312985716532	1
AAEL028739	2.05880139522389	-0.525310167507818	0.0259265046942191	1
AAEL000563	-2.63743437990984	-0.703383262656526	0.0259673797811594	1
AAEL019745	-0.34248075605753	4.94043576807414	0.0260324503873008	1
AAEL027493	0.174721697070498	7.10233290154003	0.0261039218731706	1
AAEL012249	-1.34747915694762	0.164494315599242	0.0263948919520927	1
AAEL026797	-0.805313467854493	1.65414367886045	0.0264341561021599	1
AAEL001295	0.52145887035779	2.52456912231293	0.0266035335393854	1
AAEL024406	0.228827591790667	5.78731348531	0.0266816585835637	1
AAEL018305	0.411407048982649	3.16858962926882	0.0268092547463356	1
AAEL026075	0.178670572052409	7.70948559275695	0.0268239534223356	1
AAEL025909	-2.08258068033455	-0.527075052194642	0.0269541990021093	1
AAEL012153	-0.878428504389906	0.792409849676668	0.0272856091638129	1
AAEL014847	0.150595755943746	9.87503210878913	0.027352005453996	1
AAEL021739	0.382651283487729	3.485254726909	0.0274023067650521	1
AAEL009815	0.235362146251472	5.68629023469295	0.0276391761102625	1
AAEL000770	0.20109533161469	7.19589965030026	0.0279165313397208	1
AAEL014589	0.207383434999747	6.22349642775605	0.0282661385747011	1
AAEL008211	-0.596068447038588	2.53601011465932	0.0284443034410268	1
AAEL005900	0.258083677502514	5.65329253218636	0.028524998111438	1
AAEL006617	0.423396665114927	3.03897903842938	0.0287837158501471	1
AAEL003060	0.230967528265786	5.5380068869675	0.0287907268737965	1
AAEL021609	0.254350753714208	5.59527375437691	0.0287948809912028	1
AAEL002546	-0.979906696293161	1.07705653193959	0.0290246397709571	1
AAEL010339	-0.259852462881456	4.9321014532564	0.0291254797725733	1
AAEL003857	-0.430325136196252	3.69732218655912	0.0292342982925504	1
AAEL020180	-0.810016062572121	0.939358810937855	0.0294166090521369	1
AAEL020133	0.838915298128563	1.34276861365441	0.0295121854059254	1
AAEL020469	1.30083408917808	0.166804285829741	0.0296642486971891	1
AAEL001156	4.44391942247926	-0.977632700323452	0.0298580259563968	1
AAEL026161	1.05883202408914	0.476971604394637	0.0298788727076435	1
AAEL006602	-0.589014209427428	2.0258063317822	0.0302587937680897	1
AAEL022248	1.18585837585944	0.299250622507032	0.0303546347904405	1
AAEL014408	0.180817241612015	8.90284772841002	0.0303692656788658	1
AAEL000931	-1.06069967540134	0.263472363603344	0.030395549735029	1
AAEL002836	-0.267925135104774	4.84359294668704	0.0305148896448845	1
AAEL019486	0.216816479438778	5.4383207606834	0.0308546798967098	1
AAEL009814	0.294362937475903	4.71830473390381	0.0309807991146487	1
AAEL003844	-0.216841439238963	5.66485041825447	0.0310005117748671	1
AAEL025707	0.21539685140767	5.69842185253817	0.0312404279541823	1
AAEL011714	-0.622820364900543	2.29719729595686	0.0313316403598173	1
AAEL013248	-0.225342088715494	5.29275687204986	0.0315924257892452	1
AAEL014830	-1.45702738342751	-0.0987193453866588	0.0317991147161136	1
AAEL013078	0.203786013465898	5.81282249406566	0.0318292706588426	1
AAEL001080	-0.2723219592497	4.65303054592144	0.0318324287028139	1
AAEL013491	-0.326292528578191	4.52146289386772	0.0318934948325777	1
AAEL018040	-0.51210896153782	2.6431581732028	0.0321580531057617	1
AAEL013118	0.86743184729883	0.909721205085092	0.0322526441689804	1
AAEL002178	0.178110441479035	8.07142339769931	0.0324465857192379	1
AAEL000200	-0.42876180359053	3.00343124234236	0.0326369408465431	1
AAEL006208	-0.427185339509648	2.96752325000345	0.0326700046802152	1
AAEL003995	0.244467371116818	5.69685989913738	0.032693698202169	1
AAEL020233	0.693759991757978	1.53043527954432	0.0327397148445068	1
AAEL020197	0.471889343023807	2.63729273965879	0.0327536154131167	1
AAEL018343	0.308513966139737	4.21380824219371	0.0332696484575073	1
AAEL008434	0.175495809069534	8.43810120020199	0.033302917003008	1
AAEL006265	0.367641942210871	3.45021848122015	0.033574488471174	1
AAEL010543	-0.376545395606345	3.28009725596352	0.0337880007411004	1
AAEL006887	0.176025773504878	6.74673691576335	0.0342461042260692	1
AAEL020553	-4.14758020060397	-0.978696201794881	0.0342653316222149	1
AAEL007307	-0.179052509502145	6.43400702206707	0.0343735789251084	1
AAEL028862	-1.89063281085809	-0.319718257321771	0.0344527074052513	1
AAEL025097	2.15917827616964	-0.471329800272766	0.034902716447607	1
AAEL019716	0.151513879597697	11.2402632840885	0.0349865007834625	1
AAEL025975	-0.433519098116622	3.062313307891	0.0351327554309264	1
AAEL023207	-2.1895433807177	-0.47266046255997	0.035262175189621	1
AAEL024161	-4.14590251883312	-0.978817098927205	0.0353070315202404	1
AAEL027499	-4.14640172472065	-0.978779923078235	0.0353676442180262	1
AAEL009242	-0.246999521588316	5.1094655791905	0.035516815125445	1
AAEL026834	-4.15104019682442	-0.978468286333239	0.0355856274156264	1
AAEL023234	1.30249134384727	0.060770710790957	0.0356482977573821	1
AAEL000594	-0.215082994875633	5.79448922487778	0.0357395001216316	1
AAEL012693	0.856227450032747	0.965999730557868	0.0357592941613136	1
AAEL028129	-0.493096237164528	2.4337061558069	0.0360663124057728	1
AAEL020571	4.23749688870669	-1.05640487945615	0.0361273489443689	1
AAEL017212	0.15315555006504	10.6059320045236	0.0363017476250524	1
AAEL010071	-0.783840528747907	1.38589251461087	0.0364072016963331	1
AAEL006812	4.22879965337425	-1.05672926926517	0.0366014120836128	1
AAEL017851	-0.646528250639737	2.06616370686186	0.0367510560223162	1
AAEL022225	-0.59344347428697	2.11959135279165	0.0368687537292866	1
AAEL022520	-0.404744804130261	3.50507940763753	0.0368695231307779	1
AAEL010239	0.312054893824017	4.64010718943625	0.0370331612845609	1
AAEL008716	-0.211979243541913	5.52797781165087	0.0371030231976232	1
AAEL020432	0.297143733726599	4.23797433278136	0.0372020923797232	1
AAEL024602	0.358100112246314	4.17933292083923	0.0372052817235919	1
AAEL023839	-0.642973151786635	1.85637460702261	0.0372104545426596	1
AAEL012326	0.145945855641629	9.00620909036455	0.0372441862825445	1
AAEL005583	0.162194921440962	7.1505381066836	0.037437909774654	1
AAEL011282	0.169858691027839	6.81932837825394	0.0379439275479158	1
AAEL010223	0.208988709153474	5.74624568316995	0.0382812402447493	1
AAEL014864	-0.473826552249969	2.74966318285206	0.0383802413842453	1
AAEL026198	0.673659794600541	1.60910160298344	0.0385449899726026	1
AAEL012949	0.764199989569031	1.43389843546116	0.0386117841672923	1
AAEL027916	0.478469592649408	3.29236793663476	0.0386969023071215	1
AAEL026461	0.661154108142725	1.78700908032558	0.0387593897908723	1
AAEL004503	0.32200444449831	3.94677593440463	0.0389213115624482	1
AAEL024888	4.05791224417779	-1.13659650118351	0.0389238715096981	1
AAEL003345	1.19143470397875	0.099053798654353	0.0391255867930579	1
AAEL022729	0.172654849977636	7.10858605856411	0.0392013647618876	1
AAEL022267	0.203396197524462	5.89585587550949	0.0392793367296534	1
AAEL000474	2.53239190540925	-0.581955168201907	0.0397305388799945	1
AAEL011842	0.61394799041931	1.81068742162596	0.0398134256250482	1
AAEL022496	-2.81981692480346	-0.641612392147302	0.0400523557752789	1
AAEL023046	4.03656366126932	-1.13730547977732	0.0401681365824847	1
AAEL022604	4.30957643217166	-1.1351775112379	0.040296383303183	1
AAEL000173	0.209512368820487	6.2659648786187	0.040315034278395	1
AAEL019863	0.542466049074305	2.3383776493101	0.0404811448263085	1
AAEL014770	-4.15481534602328	-0.978445009981446	0.0405723579898297	1
AAEL010860	0.267624171548736	4.59604274654767	0.0409354504103259	1
AAEL022035	-0.712137304923857	1.42931391815765	0.0410317226925843	1
AAEL010623	0.251436445765774	5.32256845342983	0.0410475615701363	1
AAEL025647	1.25262489904486	0.526545949488266	0.0413891733643587	1
AAEL003401	-0.200698388957952	5.96198142546448	0.0414773129235913	1
AAEL013348	0.238931367761278	7.38286441170047	0.0415905511022143	1
AAEL008492	0.203660180612877	6.32041833524659	0.0416218833687843	1
AAEL006988	-0.2462024502253	5.08955700253522	0.0417696995654071	1
AAEL007773	0.38772104392317	3.3051566227369	0.0418220207872	1
AAEL014516	0.86664178385095	0.924411880019941	0.0418688324626528	1
AAEL004259	1.00244174579531	0.448598778974185	0.0421103871555139	1
AAEL007941	0.868184593510444	0.92477686944092	0.0421117211444608	1
AAEL008371	0.360126400968731	3.76317078824365	0.0421310836043417	1
AAEL024398	-0.565134810033995	1.90986224899744	0.0422231554736472	1
AAEL003423	-0.241095522397412	6.24201059772549	0.0424957167444892	1
AAEL024259	0.662236166019298	1.76505654060317	0.0425209414288839	1
AAEL001888	0.176985283752997	7.31835920513858	0.0428955965021061	1
AAEL013487	0.745687828962499	1.32748876968723	0.0429673615017974	1
AAEL011281	-0.32180366188619	3.78309688702323	0.0429748572104861	1
AAEL009961	0.410084306986652	3.29211414685891	0.0429924768072613	1
AAEL010148	-0.454948469844513	3.67510104404162	0.0430735148466308	1
AAEL020311	0.162088171478485	6.97629569502248	0.0431984096660613	1
AAEL000335	1.78753829829764	-0.639998504506171	0.0432965681182294	1
AAEL018148	0.269330288365825	4.22137641236936	0.0435105503090909	1
AAEL010467	0.135618917684113	8.72370526614715	0.0436102466624481	1
AAEL000113	2.42370532819562	-0.640823751633895	0.0437487312300807	1
AAEL020033	-0.45904750201347	3.59871024714896	0.0439729389657676	1
AAEL004955	-0.416580978991026	3.32804435784976	0.0441037384922757	1
AAEL004437	0.247536384571656	5.18008692312074	0.0442078075352512	1
AAEL017167	-1.95607169581994	-0.582669292337702	0.0442095903465429	1
AAEL012079	0.199101206937829	6.42600299563165	0.0443475094489358	1
AAEL022704	1.54915968681173	-0.0568642199209119	0.0444659737370786	1
AAEL011129	0.308229843757699	3.80367626501539	0.044582018757953	1
AAEL010041	2.1251617951524	-0.765853517023622	0.0445951874197868	1
AAEL024784	-1.59459174600902	-0.0180342060457398	0.044645979169237	1
AAEL011993	0.356251759581996	3.36912391862729	0.0447580906180203	1
AAEL000164	-0.719044215511525	1.33920462506403	0.0448249576062993	1
AAEL000863	-0.504358255138717	2.36219267380884	0.0450375684155686	1
AAEL000460	-0.36833492094814	3.51754408173072	0.0453503422508284	1
AAEL007290	0.232310450488908	5.60718562928511	0.0454579179830412	1
AAEL001706	0.196778503781627	6.32498408675192	0.0456064467371931	1
AAEL008605	-0.46848681070133	2.7750615866599	0.0459050864079988	1
AAEL006001	-0.404997818143641	3.28741812491932	0.0461786818907382	1
AAEL001485	0.830711567681998	1.55132702262463	0.0462152382858334	1
AAEL010386	-0.216436629803318	6.01645081407519	0.0462199726427079	1
AAEL023753	-0.489565074262208	2.6130025748821	0.0462957164745437	1
AAEL004964	0.415512424809243	2.6828591178627	0.0463927695730132	1
AAEL021685	-1.33884892930302	0.165874639789504	0.0464672855717317	1
AAEL023005	-0.990707460367188	0.629412062312422	0.0465020754574585	1
AAEL005720	0.668377694214735	1.95092105437467	0.0465511041524679	1
AAEL003063	0.764644037915598	1.67865645363218	0.0466072281224409	1
AAEL003387	-0.746221460148176	1.75948517080287	0.0466686990748269	1
AAEL027998	1.2279044116985	0.132333082455394	0.0466803529795333	1
AAEL013345	-0.287023609570536	4.39173366249994	0.0467511851861383	1
AAEL003842	0.227798770571395	5.38016444027023	0.0468578174108071	1
AAEL011192	-0.235076618182077	5.52476863629319	0.0469637943598826	1
AAEL005403	-0.252106933060914	4.71242331090358	0.047114170940508	1
AAEL024913	0.200183035762669	5.61151136078326	0.047159468335136	1
AAEL000411	0.497327935445003	2.79387409609349	0.0472016539906484	1
AAEL001904	0.174161142341351	7.77664747652934	0.0472730955035043	1
AAEL017064	0.179165670331361	6.60124555865163	0.0472820699810461	1
AAEL007519	-0.521629571437837	2.58153823723253	0.0472851772278575	1
AAEL001387	1.00162342735051	0.657741778007846	0.0474635155630627	1
AAEL012987	0.231831009236063	6.16690741997864	0.0474641265229517	1
AAEL018251	0.759855589541863	1.09757626032295	0.0475810129642288	1
AAEL000294	-0.407062524155677	2.96661441045274	0.0476979277386637	1
