logFC	logCPM	PValue	FDR
AAEL008879	-2.61940117690095	8.19258554448045	2.778880960151e-13	6.59967487789115e-11
AAEL025199	-2.60909643525189	8.93120321268151	6.64448674709031e-13	1.55923955665052e-10
AAEL015247	-2.74368633494347	6.34543505131029	1.07376385261292e-12	2.49012153678893e-10
AAEL005336	-2.46406621041761	9.09342292470297	1.71823867909721e-12	3.938362888647e-10
AAEL013276	-4.71078357544475	4.83967295736449	2.00875574400907e-12	4.55133255470192e-10
AAEL012351	-2.91521434666053	6.12412974737522	2.0922676395672e-12	4.68667951263053e-10
AAEL026602	-3.04695922539557	5.14898546339279	2.36618396311861e-12	5.24069868325776e-10
AAEL004043	-2.84540265497625	5.8819822699867	3.16411987032458e-12	6.93012565375978e-10
AAEL014797	-2.50534390737719	7.6749564077177	3.25430617881784e-12	7.0493278458085e-10
AAEL005188	-9.75957046513121	3.17283078228449	1.52919797698223e-11	3.2714919509987e-09
AAEL008096	-2.63384284634988	6.11841015710426	1.54346972119967e-11	3.2714919509987e-09
AAEL010379	-2.81661105775425	6.24970805498744	1.71362231482238e-11	3.59350245423177e-09
AAEL012538	-2.68446526703918	5.61097443586021	1.84046999025098e-11	3.81887836292919e-09
AAEL003524	-2.49287895997814	7.12703916712826	2.32670860415004e-11	4.77750833385475e-09
AAEL013857	-2.6896849234561	6.83930712622862	2.42354372423149e-11	4.92504060742795e-09
AAEL012974	-2.55010175326541	8.7392805414491	2.47634430705037e-11	4.9809896918956e-09
AAEL021789	-5.73809114979656	2.39848766857212	2.5432099651849e-11	5.06381361956816e-09
AAEL000006	-2.36899854929951	7.93062129890845	2.92154912656177e-11	5.75895763827855e-09
AAEL014426	-2.35761546642872	8.99963566085309	3.62644407590164e-11	7.07766986377952e-09
AAEL003125	-2.39634029007068	7.91951170231916	4.76565883014047e-11	9.20986929997342e-09
AAEL012041	-2.52905817088721	6.80264136829418	5.24810904564275e-11	1.00437597580301e-08
AAEL002731	-3.05224672525727	5.34803948691882	6.57736974028225e-11	1.24666454154273e-08
AAEL000223	-2.63531284582591	6.14170203828809	6.72702807740902e-11	1.26288740439892e-08
AAEL009126	-3.1167059224406	4.41089438013843	7.02406242963196e-11	1.30621055295194e-08
AAEL007090	-3.33831793971501	4.78361851702598	7.60396964949252e-11	1.40083597879249e-08
AAEL006805	2.9268167579392	7.0149311609418	8.13159001889913e-11	1.48416576344944e-08
AAEL010477	-4.35845030068814	3.09905976892599	9.74181303082488e-11	1.76174879324422e-08
AAEL017334	-2.53294674005668	10.4828474720755	1.16489501076906e-10	2.08749185929816e-08
AAEL012783	-2.21504737403415	9.5166959913936	1.22327635754411e-10	2.17236248287473e-08
AAEL012975	2.85416425465115	4.94581325115197	1.27281413077953e-10	2.24015287017197e-08
AAEL012639	-3.5707749795269	4.6243828266276	1.7245343002533e-10	3.00832036518522e-08
AAEL014821	-2.62944616856971	5.9101626146737	1.75760918918439e-10	3.03912213484235e-08
AAEL004930	2.33758475517443	7.77533392407173	1.77800272477759e-10	3.04765127920138e-08
AAEL014734	-2.23211776197451	8.28403914089565	2.76017600148198e-10	4.69039563286317e-08
AAEL013884	-2.70963103609667	6.08036024797005	2.83242461320209e-10	4.7528987689229e-08
AAEL010040	-3.91608007717443	3.13828337921055	2.84518087831221e-10	4.7528987689229e-08
AAEL005190	-2.4002187015633	6.48246867040271	3.02202156045928e-10	5.00588983191372e-08
AAEL017445	5.22159705972761	2.39148237815237	3.52856867570626e-10	5.79626214462682e-08
AAEL008286	-5.15986508609349	3.27155891035203	3.62744175040433e-10	5.90943237884051e-08
AAEL003581	-2.14536033518402	9.43698611291462	3.75777938837912e-10	6.07158584456797e-08
AAEL006542	-2.60671279180987	6.50577550137955	4.06634016273114e-10	6.51672335672815e-08
AAEL000417	-2.15992719312205	8.40890051402517	4.50851274353827e-10	7.16708090327633e-08
AAEL022695	-2.64588458118533	7.08185733538939	6.46075367696634e-10	1.01883501184288e-07
AAEL006903	-8.17324060510822	1.68443250990113	7.44614451012995e-10	1.16490794114033e-07
AAEL002560	-2.22494128113236	7.03352378204707	8.326437430416e-10	1.29236798919969e-07
AAEL001888	-2.41241895486165	6.19921860389465	8.79984570305652e-10	1.3551762382707e-07
AAEL004229	-2.64279631564944	6.32496796361149	1.03121917502687e-09	1.57576685101781e-07
AAEL010782	-2.13711611727851	8.87230480314626	1.23556665258427e-09	1.8734992196724e-07
AAEL025807	2.43888019534051	7.56605919518051	1.31194957618923e-09	1.97413359128566e-07
AAEL022632	2.62465171986623	4.86801502903981	1.33291767313672e-09	1.99049039188417e-07
AAEL022615	-2.44109608934783	5.43571676680639	1.37272818420972e-09	2.0345276667024e-07
AAEL006987	-3.75016589955032	3.40090927668415	1.63509861873778e-09	2.40530328153427e-07
AAEL009330	2.81326820142319	7.0127705297897	2.15051041045917e-09	3.14006379340527e-07
AAEL001134	-2.0460175534412	9.02529957827312	2.16651595871905e-09	3.14017371899043e-07
AAEL026175	-2.60002440789301	6.40273247168829	2.20519261635464e-09	3.17290196011552e-07
AAEL015606	-4.01222264511325	3.04118474147662	2.84970863589157e-09	4.07054033555758e-07
AAEL024497	-2.11354511949824	8.98286398288071	2.919076907543e-09	4.13962906485522e-07
AAEL014014	-2.41858339750749	5.36895678452092	3.86222670769431e-09	5.41442021231061e-07
AAEL007030	-2.12360556064084	7.42999354820117	3.87293653579442e-09	5.41442021231061e-07
AAEL001839	-3.08736380927571	5.74669944770627	4.6173725438954e-09	6.40969349192015e-07
AAEL021072	-3.56872476345525	4.15219538444051	5.11796836911372e-09	7.05492255188599e-07
AAEL013990	-2.16842816813819	6.36924585895664	6.00600851559278e-09	8.221558323567e-07
AAEL002010	-2.3421981271571	5.51360788100848	7.40632852399033e-09	1.00685205424067e-06
AAEL001696	-5.88908525278727	1.73479934479164	8.12086510741278e-09	1.09642803422822e-06
AAEL019526	-2.27247943917506	6.98530743188487	8.24285570379713e-09	1.10532769818537e-06
AAEL026895	7.82387984708285	1.35634940880162	8.66768595232316e-09	1.14687116581119e-06
AAEL006126	-3.23610496778388	4.04796466961908	8.72440347928455e-09	1.14687116581119e-06
AAEL011901	-2.58346915010427	4.62731551134092	8.72720550282457e-09	1.14687116581119e-06
AAEL005821	-2.21617774728298	5.70333290345904	1.22143758226015e-08	1.59450182923921e-06
AAEL004213	-2.29205978647921	6.45025795952004	1.35198974239137e-08	1.75331722381701e-06
AAEL020599	-3.18259320197526	3.57327038001244	1.55715437015959e-08	2.00618476761999e-06
AAEL010582	-2.62696487346327	4.43821710511751	1.61274650918392e-08	2.06431553175542e-06
AAEL004277	-3.25133909234512	3.47974436996035	1.83053550498536e-08	2.32796876608203e-06
AAEL009323	3.01154471668341	5.00816385516211	2.31051965928031e-08	2.91954894382907e-06
AAEL005474	-2.10826187372647	8.51195309693518	2.4560414981838e-08	3.0836617842165e-06
AAEL002263	-2.16923049059413	5.80049810719802	2.62701945194289e-08	3.27745616687964e-06
AAEL005329	2.10571410584669	6.15376853773207	3.1820097679196e-08	3.94489160661831e-06
AAEL028015	1.97766440718028	7.00318232460403	3.23401450488998e-08	3.98430587002445e-06
AAEL009766	-2.03943721757228	6.92700193873295	3.55023263611944e-08	4.3467196101358e-06
AAEL003886	-3.3642383665771	3.89007412116238	3.8154489482895e-08	4.64260059683226e-06
AAEL003550	2.41238120255764	4.81990123966689	3.90104819268721e-08	4.71763570394173e-06
AAEL002898	-2.12392964083126	6.73692819271868	3.98687844670809e-08	4.79203341106767e-06
AAEL024613	-3.97171759573819	2.16847559806616	4.56574967024088e-08	5.45454893938111e-06
AAEL013304	-2.48165420692311	4.78986018537537	4.89347701787918e-08	5.78776224500153e-06
AAEL001812	2.39254756410727	4.77535272590702	4.90339029482171e-08	5.78776224500153e-06
AAEL010276	-1.9410033186112	7.68123392574488	5.72661136920051e-08	6.7192240065286e-06
AAEL014386	-2.4385254159814	4.75727400580087	6.07966652723146e-08	7.09126547838974e-06
AAEL014371	-2.95746314981681	3.67545502141755	6.18578294757301e-08	7.17259726250348e-06
AAEL003993	-1.86801798398441	8.69470937229007	6.55633789970447e-08	7.557808928595e-06
AAEL001293	-2.20279779429981	6.66688467063378	6.75886980724858e-08	7.74597916514442e-06
AAEL027199	-1.96810603690037	7.26884691658503	7.03065433277092e-08	8.01088197731678e-06
AAEL017539	-2.65951750642268	4.49527997790959	7.1914021974155e-08	8.14694943192267e-06
AAEL027575	-1.95969025206149	6.94530001954616	7.49461809318681e-08	8.43069474633125e-06
AAEL009479	-3.06931349894428	4.18983261765678	7.52740602351004e-08	8.43069474633125e-06
AAEL021532	-2.3931995942008	6.47925820064651	8.20230581849199e-08	9.13468092057141e-06
AAEL004523	-1.81342692867744	8.83072585227222	9.10855073627634e-08	1.00869523659258e-05
AAEL019780	-1.87219882413692	7.62790622540093	9.72017780096077e-08	1.07041421682982e-05
AAEL002394	5.51037639996305	1.37411041927455	9.81150927595926e-08	1.07446928248727e-05
AAEL010656	-2.36020586352224	5.46274155810119	1.03896757053371e-07	1.13149882598677e-05
AAEL019708	-4.20238208715048	5.60031520984906	1.06531376282019e-07	1.15381675234679e-05
AAEL010219	2.47400113281516	5.03505934539315	1.12542389921579e-07	1.21073556634035e-05
AAEL007703	-2.14634889373386	5.72571065956201	1.13015089390536e-07	1.21073556634035e-05
AAEL012549	2.11177746092507	5.54354255285012	1.20205561542271e-07	1.2808065022277e-05
AAEL011905	1.82473171983159	8.23876892032672	1.28699245402562e-07	1.3639352286964e-05
AAEL021666	3.35678449393474	2.90714384906306	1.6517001058202e-07	1.741086229194e-05
AAEL009232	-2.30029998969892	4.99714256095404	1.9080452835373e-07	2.00060577814294e-05
AAEL014978	-3.55020998424191	2.57932414622086	2.10687824440953e-07	2.18915962219093e-05
AAEL019856	2.85441359948808	5.50916037009667	2.11008689233095e-07	2.18915962219093e-05
AAEL013229	-1.85833105321035	7.14110932901977	2.13012241136009e-07	2.19837554831047e-05
AAEL019955	-2.34454000447377	5.56209623060537	2.1664663888552e-07	2.22423882589134e-05
AAEL008406	-2.01606273910042	6.16556726491289	2.23842634150792e-07	2.28621036496394e-05
AAEL013554	-2.88201296386469	3.74235637174576	2.59877964449929e-07	2.64057445115309e-05
AAEL021812	2.37449210247294	4.40751272004143	2.6376494300044e-07	2.66632541355112e-05
AAEL003384	-2.29691821918716	4.63821726774396	2.67427700535573e-07	2.68955858824348e-05
AAEL008271	-3.24508607906525	2.57445349202063	2.90545980988206e-07	2.9072296331165e-05
AAEL023223	2.13075573411612	4.93102737712494	3.03062697300514e-07	3.00535651662881e-05
AAEL008468	-1.90364660011305	6.5237827095924	3.0340196165236e-07	3.00535651662881e-05
AAEL017029	-1.82382504157435	7.61562621184013	3.13060828857005e-07	3.08552752921464e-05
AAEL013545	-2.47588391392668	4.00740314491144	3.27077455973255e-07	3.20763721997254e-05
AAEL026109	-2.54857082898676	4.01858370452461	3.356072353582e-07	3.27499496206973e-05
AAEL004048	1.88133048177003	6.58758588528148	3.54120917137388e-07	3.43863621606512e-05
AAEL006823	-2.02574076033702	5.84821747038009	4.6644413494625e-07	4.50713077846102e-05
AAEL000057	-4.12027978299069	2.27604602360473	4.83372334851444e-07	4.6479197388252e-05
AAEL007682	1.83278573037989	6.91873139097807	5.16408366991624e-07	4.94147656802859e-05
AAEL002510	-1.77012440819584	10.1060689613729	5.36479834922537e-07	5.08951521890521e-05
AAEL000786	-1.83464280391717	8.19836260273618	5.37043001994868e-07	5.08951521890521e-05
AAEL009853	-3.15970847471126	2.5808491969384	5.61117385786313e-07	5.27322773072972e-05
AAEL012650	-2.53902749199346	4.89766106259015	5.61778522449899e-07	5.27322773072972e-05
AAEL002853	3.59498472020354	2.17965654762246	5.71860669785683e-07	5.34242536626322e-05
AAEL006902	2.64620547933157	3.96166489237284	5.75245635205977e-07	5.34869903829256e-05
AAEL008330	-1.81268376165159	7.18936775993017	5.87024116485842e-07	5.4325912601732e-05
AAEL012864	-2.37296893961121	4.26199813721605	6.02849678418546e-07	5.55297797242354e-05
AAEL024339	4.03777149475219	1.68808559509517	6.28791151966592e-07	5.76499125003045e-05
AAEL010650	-2.79113832449107	3.41055564112026	6.53924583590004e-07	5.96766731098433e-05
AAEL012255	-2.74288121660415	5.93748862406467	6.61401290739085e-07	6.00808398297182e-05
AAEL011584	-1.69511598823224	9.19227636636717	6.70870480848285e-07	6.06614629288138e-05
AAEL027335	-2.291506947204	5.82316022816332	7.10525457866248e-07	6.39537800249291e-05
AAEL025915	1.98006926113783	6.41044069852536	7.26348023079921e-07	6.50807828679609e-05
AAEL013347	-2.66775276502802	3.52928443809116	7.37117095716987e-07	6.57468424921866e-05
AAEL003066	-1.80524611769966	7.46056718892459	7.47883242385976e-07	6.640664177438e-05
AAEL017022	1.69579492341061	8.59480888622193	7.68464475616298e-07	6.79281244096344e-05
AAEL011453	-2.19170655782699	4.9759058734088	7.74825731804484e-07	6.81846643987946e-05
AAEL027912	2.45279036155898	4.01668799970941	7.78893696204195e-07	6.82380112870093e-05
AAEL010151	2.31579285995997	4.22757324256915	8.25175950164695e-07	7.19728687152498e-05
AAEL005471	-1.97980231964446	8.43442744827572	8.79282544954426e-07	7.63542622296989e-05
AAEL007591	-2.47306717611392	5.17289376802789	9.3576586409294e-07	8.09027048815791e-05
AAEL015020	-2.86490085658069	3.04159052285475	9.59005872612366e-07	8.254988541893e-05
AAEL022107	-3.01359184954935	3.06656178659943	9.64181388011549e-07	8.26345370455811e-05
AAEL013374	-2.2067358541062	4.52931259185033	9.70114672639168e-07	8.27831187318756e-05
AAEL022261	-2.63906345198049	3.89064246824279	1.06639112338878e-06	9.02935287570093e-05
AAEL020340	-1.71738214444679	7.95259337363556	1.06728856536035e-06	9.02935287570093e-05
AAEL004193	2.199638336722	4.41612897003989	1.15032277877174e-06	9.69024043382412e-05
AAEL009935	-3.31745038946111	2.16163121359385	1.1562129453875e-06	9.69841258701205e-05
AAEL012866	-1.98834567410332	5.03294526949458	1.16883357696869e-06	9.7627319784775e-05
AAEL001703	1.97263901121208	12.3673529558335	1.30262032901301e-06	0.000108342835128711
AAEL008931	2.35609085680752	3.92083927191273	1.36525515948874e-06	0.000113075250856479
AAEL008281	-3.42891642000183	3.10071474168597	1.45250789597358e-06	0.000119798475503896
AAEL012511	-2.01479209532932	6.00455305859818	1.54561318902462e-06	0.000126946363258555
AAEL024456	-1.81939617545435	8.33105063827359	1.57477230925852e-06	0.000128804613112465
AAEL009842	-2.02503253919153	7.0061480932171	1.62136013690207e-06	0.000132067152969477
AAEL012266	-1.87852491111186	5.77432777742873	1.8120561280267e-06	0.000146992799982149
AAEL014619	-2.01189453948903	5.17516740709311	1.93148962565095e-06	0.000156039030741113
AAEL007926	-1.71827948545081	7.70904496700344	1.94066570739657e-06	0.000156140418057964
AAEL009214	-1.89472084427117	6.19438537143698	1.9720452978173e-06	0.000158020150042986
AAEL001532	1.82225627271367	5.9187237214259	2.14744575755625e-06	0.000171378343210319
AAEL012827	-1.71299973967766	10.0095980388954	2.29302222725333e-06	0.000182258282837168
AAEL000842	3.3862775253596	2.28803842431396	2.38202932855087e-06	0.000188572538652188
AAEL005929	-1.73058614695437	6.69979285773118	2.49590938569279e-06	0.000196797463243105
AAEL011918	2.04129974195254	6.30819346201584	2.58418046359281e-06	0.000202945678479448
AAEL024438	-1.81166972253392	5.66582676244506	2.61558764119006e-06	0.000204348062145461
AAEL013484	1.59987310556483	8.68228119262817	2.62485593520114e-06	0.000204348062145461
AAEL009497	-1.99405392112616	5.00432285103564	2.63313757025909e-06	0.000204348062145461
AAEL001707	-2.2490098654943	4.76089195989227	2.65174170300366e-06	0.000204984833135718
AAEL002701	-1.75367443702122	6.11013663092909	2.75253165401899e-06	0.000211944937359463
AAEL004392	-2.3564209203605	3.73810964952828	2.77928442202554e-06	0.000213172196602986
AAEL001708	-2.36173348607821	3.9465130714117	2.97318491453306e-06	0.000227160546648356
AAEL001656	-1.74396236879231	6.99758030093572	3.06415082758426e-06	0.000233206722445332
AAEL005832	1.59143753201676	8.36747952040864	3.37117780068061e-06	0.000255587141565447
AAEL010366	1.85427492986901	5.2353646297808	3.62233020460222e-06	0.000273576141736088
AAEL022658	-3.18663258299979	2.86364917485855	3.78357792661462e-06	0.000284663694997814
AAEL008963	-1.70299871517753	6.93138657867898	4.16451427339859e-06	0.000312132719989479
AAEL008485	-1.79118113183584	5.94767865696743	4.2822266531266e-06	0.000319739590100119
AAEL024784	2.3830108360288	3.54871770616436	4.5682342092807e-06	0.000339807670691853
AAEL014843	-1.58853173809261	8.67682843259124	4.62617296509825e-06	0.000342823764992544
AAEL014823	-4.33205509578667	1.16097474451956	4.65726997131444e-06	0.000343835601777342
AAEL010529	-2.53519984812348	3.79298222030136	5.18866615300448e-06	0.00038163801197024
AAEL000147	-1.70777931714426	6.01113909416796	5.32444332281238e-06	0.000390168872785419
AAEL028066	2.31601352910012	4.6944181212524	5.63511872190964e-06	0.000411405408319566
AAEL021930	-3.00350500049008	2.5330193206211	5.96846035633474e-06	0.000432922018182784
AAEL013904	-1.61986864501137	6.88258544106683	5.97376161453516e-06	0.000432922018182784
AAEL020092	-1.71905717585211	7.84089683602382	6.08449724394992e-06	0.000439331903563153
AAEL019703	2.61669614272644	2.76989838098483	6.2234150288224e-06	0.000447722470978639
AAEL002601	-1.77603941404957	7.96451708757147	6.38837596589515e-06	0.000457918789235364
AAEL001667	-1.85933964336335	7.27801708025905	6.56645630663276e-06	0.00046897821274038
AAEL011973	-1.69089609079842	6.28281506194139	6.77425974547337e-06	0.000482072953439606
AAEL018687	-1.8816770698754	7.3454066863594	6.86305989084416e-06	0.000486635383339281
AAEL000025	-3.17774055174882	2.46750919636282	6.88930237450755e-06	0.000486745263104992
AAEL015070	-2.73498957714048	3.85538618637551	6.98224673406216e-06	0.000491550170077976
AAEL006095	1.90195543077734	5.20763457830763	7.36543007877267e-06	0.000516680988301661
AAEL005900	-1.82577032830609	5.42728856311502	7.49329374621413e-06	0.000523786547253096
AAEL004438	-1.55763461817885	7.39290363123617	7.68816642311071e-06	0.000535509316368757
AAEL005950	1.9779727951337	5.61769550639501	7.86983175699264e-06	0.000546232829555771
AAEL005032	1.67599010368314	5.72927355880556	7.96732140290085e-06	0.000551059085943795
AAEL021857	-2.71248269406531	3.70915728835797	8.06190774754901e-06	0.00055565148783107
AAEL008073	-1.70844575479907	9.13984238953416	8.27093446765975e-06	0.000568071986851948
AAEL018681	-1.75593593797999	5.84616556673261	8.61372441197082e-06	0.000589561581974891
AAEL001434	1.92245509928306	5.16412798847881	9.17123901554592e-06	0.000625548316520558
AAEL009359	-2.31660564822332	4.04750295815008	9.28908924855163e-06	0.00063140181816362
AAEL010868	3.69841419769156	1.40466576663792	9.61672303348927e-06	0.000651158675345361
AAEL014019	-1.77772746021039	6.41605578797683	9.64581641643899e-06	0.000651158675345361
AAEL007286	-1.61338437877669	6.64855443973791	9.84152744639503e-06	0.000662103034209348
AAEL008079	1.69074505439868	7.60365957298124	9.97033654022141e-06	0.000668487326125321
AAEL010145	1.58227116950889	8.26383998524397	1.06258688744345e-05	0.000710024160179165
AAEL004859	1.6085841379249	6.99968527548108	1.09744049142724e-05	0.000730836046182898
AAEL017994	2.36213255155998	3.55542502935575	1.12229111981119e-05	0.000744868772852463
AAEL008723	-1.54028070406244	8.14723946593482	1.34576584054194e-05	0.000890192491569221
AAEL003873	1.62210296898802	6.52986282989272	1.40445140521539e-05	0.000925904551826281
AAEL006704	-1.75956739864435	6.58098624993565	1.43918218540863e-05	0.000945638641292499
AAEL008134	-1.46735517615382	8.32942729853592	1.50889297481641e-05	0.000988149445833256
AAEL005429	-1.54768843721599	6.78869187780972	1.53007608276475e-05	0.000998703965015189
AAEL001847	1.51940972908326	7.79496378572662	1.59475053107196e-05	0.00103748258971916
AAEL027654	1.60346721231468	6.49669488054875	1.6920002763022e-05	0.00109712860021279
AAEL018241	-1.63570089154509	8.19676343941249	1.70960230138765e-05	0.00110490755950667
AAEL020789	2.58849321116413	3.58828715551698	1.71652553397026e-05	0.00110575657926869
AAEL012440	-1.63594792211529	6.11153224301268	1.72436366842031e-05	0.00110718751243977
AAEL012636	-2.48467002222989	2.79960944744722	1.85939520504726e-05	0.00119001293123025
